RegionID,SizeRank,StateName,Lstate,1/1/1996,2/1/1996,3/1/1996,4/1/1996,5/1/1996,6/1/1996,7/1/1996,8/1/1996,9/1/1996,10/1/1996,11/1/1996,12/1/1996,1/1/1997,2/1/1997,3/1/1997,4/1/1997,5/1/1997,6/1/1997,7/1/1997,8/1/1997,9/1/1997,10/1/1997,11/1/1997,12/1/1997,1/1/1998,2/1/1998,3/1/1998,4/1/1998,5/1/1998,6/1/1998,7/1/1998,8/1/1998,9/1/1998,10/1/1998,11/1/1998,12/1/1998,1/1/1999,2/1/1999,3/1/1999,4/1/1999,5/1/1999,6/1/1999,7/1/1999,8/1/1999,9/1/1999,10/1/1999,11/1/1999,12/1/1999,1/1/2000,2/1/2000,3/1/2000,4/1/2000,5/1/2000,6/1/2000,7/1/2000,8/1/2000,9/1/2000,10/1/2000,11/1/2000,12/1/2000,1/1/2001,2/1/2001,3/1/2001,4/1/2001,5/1/2001,6/1/2001,7/1/2001,8/1/2001,9/1/2001,10/1/2001,11/1/2001,12/1/2001,1/1/2002,2/1/2002,3/1/2002,4/1/2002,5/1/2002,6/1/2002,7/1/2002,8/1/2002,9/1/2002,10/1/2002,11/1/2002,12/1/2002,1/1/2003,2/1/2003,3/1/2003,4/1/2003,5/1/2003,6/1/2003,7/1/2003,8/1/2003,9/1/2003,10/1/2003,11/1/2003,12/1/2003,1/1/2004,2/1/2004,3/1/2004,4/1/2004,5/1/2004,6/1/2004,7/1/2004,8/1/2004,9/1/2004,10/1/2004,11/1/2004,12/1/2004,1/1/2005,2/1/2005,3/1/2005,4/1/2005,5/1/2005,6/1/2005,7/1/2005,8/1/2005,9/1/2005,10/1/2005,11/1/2005,12/1/2005,1/1/2006,2/1/2006,3/1/2006,4/1/2006,5/1/2006,6/1/2006,7/1/2006,8/1/2006,9/1/2006,10/1/2006,11/1/2006,12/1/2006,1/1/2007,2/1/2007,3/1/2007,4/1/2007,5/1/2007,6/1/2007,7/1/2007,8/1/2007,9/1/2007,10/1/2007,11/1/2007,12/1/2007,1/1/2008,2/1/2008,3/1/2008,4/1/2008,5/1/2008,6/1/2008,7/1/2008,8/1/2008,9/1/2008,10/1/2008,11/1/2008,12/1/2008,1/1/2009,2/1/2009,3/1/2009,4/1/2009,5/1/2009,6/1/2009,7/1/2009,8/1/2009,9/1/2009,10/1/2009,11/1/2009,12/1/2009,1/1/2010,2/1/2010,3/1/2010,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,9/1/2011,10/1/2011,11/1/2011,12/1/2011,1/1/2012,2/1/2012,3/1/2012,4/1/2012,5/1/2012,6/1/2012,7/1/2012,8/1/2012,9/1/2012,10/1/2012,11/1/2012,12/1/2012,1/1/2013,2/1/2013,3/1/2013,4/1/2013,5/1/2013,6/1/2013,7/1/2013,8/1/2013,sep213,10/1/2013,11/1/2013,12/1/2013,1/1/2014,2/1/2014,3/1/2014,4/1/2014,5/1/2014,6/1/2014,7/1/2014,8/1/2014,9/1/2014,oct214,11/1/2014,12/1/2014,1/1/2015,2/1/2015,3/1/2015,4/1/2015,5/1/2015,6/1/2015,7/1/2015,8/1/2015,9/1/2015,10/1/2015,11/1/2015,12/1/2015,1/1/2016,2/1/2016,3/1/2016,4/1/2016,5/1/2016,6/1/2016,7/1/2016,8/1/2016,9/1/2016,10/1/2016,11/1/2016,12/1/2016,1/1/2017,2/1/2017,3/1/2017,4/1/2017,5/1/2017,6/1/2017,7/1/2017,8/1/2017,9/1/2017,10/1/2017,11/1/2017,12/1/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020,3/1/2020,4/1/2020,5/1/2020,6/1/2020,7/1/2020,8/1/2020,9/1/2020,10/1/2020,11/1/2020,12/1/2020,1/1/2021,2/1/2021,3/1/2021,4/1/2021,5/1/2021
40,10,New Jersey,NJ,284794,284210,283763,282917,282236,281631,281191,281013,281011,281121,281196,281329,281774,282433,283277,283964,284766,285667,286547,287266,287886,288491,289351,290267,291003,291650,292096,292757,293273,293921,294605,295524,296679,298081,299367,300748,301997,303566,305292,307281,309463,311652,314062,316126,318088,319928,322316,324938,327832,330525,333275,335944,338559,341363,344231,347472,350702,353811,356680,359471,362304,365535,368696,372097,375379,378645,381803,384787,387972,391466,394989,398415,401803,405250,408928,412554,416268,420080,424100,428842,434101,439596,444977,450378,455785,461046,466022,470872,475585,480416,485263,489901,494060,497888,501768,506047,510735,515775,521270,526536,532401,538208,544622,551040,557540,564106,570588,576916,583193,588924,594477,600600,607014,613872,620309,626888,633230,639804,646325,652532,657667,662222,666109,669740,672832,675395,677025,677239,676784,675304,673580,671175,668652,666579,665628,665391,664752,662708,659842,656796,653963,651433,648963,646273,643046,639582,634939,629564,623380,618043,613395,609275,605093,600408,595052,589867,585959,582301,578916,574483,570527,566719,563666,561158,559188,558052,557390,557223,556255,555253,553978,553484,553149,552772,551772,549751,546808,543429,540356,537335,534490,531343,527858,524552,521066,517781,514484,512045,510179,508076,505459,502642,500244,498560,497653,496693,495906,494689,493704,492654,492312,492738,493657,494870,496142,497171,497943,498636,499858,502146,504993,508110,510600,512928,515286,517305,519119,520316,522544,524663,526511,527379,527939,528244,528230,527956,527524,527453,527929,529101,529255,529703,530043,530791,530868,530915,531368,531916,532742,533446,533450,533533,533374,533487,533273,533675,534609,535504,536194,537243,538124,538977,540026,540756,542394,543416,545539,546673,548329,550005,551916,553277,554599,556101,558244,560641,562618,564761,565847,567156,567506,567877,568173,568763,569574,570080,570357,570555,570983,571463,572469,573526,574611,574541,573531,572080,570928,570832,571857,573691,576228,579123,581162,583270,585658,590360,596279,603065,610173,617284,624258,631442,638949,647135,657035
56,11,Virginia,VA,225460,225296,225238,225046,224852,224639,224458,224480,224581,224812,224933,225063,224997,225057,225091,225370,225616,225905,226224,226476,226728,226917,227322,227737,228542,229231,229940,230279,230858,231460,232128,232696,233268,233835,234374,235075,235709,236546,237376,238513,239625,241018,242353,243488,244648,245843,247372,248885,250536,252337,254081,255810,257379,258947,260801,263210,265695,268230,270450,272925,275515,277779,280247,282619,285412,287891,290250,292436,294734,297103,299794,302409,305038,307640,310279,312950,315436,318248,321031,324026,326933,330002,333001,336000,338861,342192,345317,348568,351246,354030,356962,360048,363317,367222,371674,376279,380657,385654,391067,397038,403594,410830,418856,427262,435666,443198,449893,457129,465077,471754,478856,486318,496064,505037,513068,519897,527296,534213,540655,545079,549089,553146,556718,558496,557956,557040,556282,555161,552170,548837,546048,544747,543254,542185,540846,540449,538829,535806,531830,528343,525940,523238,520132,515786,511628,506822,501265,494795,488591,484404,480450,476708,472376,469080,465755,462686,458525,454741,451579,449183,447749,446181,445764,445110,444708,444072,444246,444758,446114,447068,448280,449168,449695,449237,447840,446532,445677,444959,443291,441822,440402,439441,437921,436871,436042,436008,435751,435813,435313,434276,433606,433286,433075,433481,434240,435340,436235,437017,438101,438691,439469,441238,443567,445752,447996,449682,451587,452953,454679,456318,458144,460404,463010,464944,466586,467698,469126,470084,470970,471531,471671,471855,472234,472463,472534,472671,472833,473192,472785,473529,474106,474761,475148,475650,476108,476558,476992,477557,477804,477932,478543,478086,478185,478614,480233,481392,482454,483260,484297,485306,486794,488920,490630,492885,493901,495514,495979,497201,498164,499667,500913,502230,503598,504242,505638,506107,507827,508570,510471,511932,513426,514289,514950,515705,516481,518072,519700,522414,524820,526869,528013,528816,529776,531088,532823,534682,536304,537914,539243,541486,543475,545964,547560,549759,552743,556429,560331,564552,569477,574729,580683,586185,592528,599614,608506
59,12,Washington,WA,232206,232239,232258,232320,232459,233045,233734,234585,235219,236037,236984,238086,239151,240276,241566,243153,244841,245912,246952,247697,248712,249697,250834,252231,254260,256307,258291,259580,260959,262376,264111,266222,268835,271090,272967,274382,274997,275717,276514,278244,279656,281823,283386,285104,286403,288409,290586,292423,294216,296003,297798,299494,301387,302775,304494,305656,306925,307762,308821,310182,311897,313536,314982,316100,316960,317945,318815,320002,321029,322257,323304,324832,325784,326883,327664,328663,329399,330069,330902,331814,332803,333831,335066,335733,336877,337972,339818,341330,343099,344508,346027,347767,349884,352165,354178,356516,359156,362171,364726,367414,370528,374142,377496,380401,383508,386913,390924,395501,400414,404524,409184,414010,419434,425486,432282,439938,447147,453890,460765,467321,473166,479506,485128,491228,496868,502348,507435,511527,515352,519362,522509,524810,526395,528427,531490,535323,538156,539561,539345,539789,539775,538359,535861,533838,532175,529938,526629,521898,516509,511120,506370,500843,495228,489853,484889,479087,474341,469091,464162,457028,451165,446314,443498,441214,439236,438204,437563,437347,435100,432946,430638,431105,431870,430989,427916,423739,420369,416375,412507,408804,406203,404476,401742,398322,392886,389101,385838,384075,381776,379785,377867,376151,375043,373127,372972,373196,375750,378275,381203,383872,386609,389771,393410,396999,399824,403517,407620,412304,416399,419412,422980,426361,430308,433276,435559,437752,440512,443540,445130,446329,447038,449826,451724,453353,454462,456832,459604,462790,466511,469126,472418,475141,479358,482402,485887,490609,495463,500158,504479,508625,512067,516622,521502,526968,531255,535847,540791,545127,549734,553863,559383,565066,570788,575671,580140,585581,591907,598877,605930,612168,617618,623757,629051,635316,641509,649498,657020,663296,667752,670487,671428,672027,673825,675259,676065,675543,675588,674581,673943,673090,674732,676404,678915,680106,680873,681372,684406,690111,697218,703907,711137,716779,719660,721754,726161,734263,742999,752983,762527,771585,780546,791520,803540,818997,837678
26,13,Massachusetts,MA,270001,269955,270205,270587,271029,271497,272216,273169,273967,274947,275917,277024,277308,277763,278063,279052,280236,281546,282664,283814,285186,286698,288141,289924,292502,295292,298103,300270,302283,304309,306198,308185,310588,312964,315849,317955,321141,324376,328145,331695,335127,338575,342616,345716,348833,351342,354101,357567,360918,365002,368473,372080,375798,379665,383706,388521,393604,398826,403792,409017,414136,418873,423711,428603,433559,438500,443317,448302,452608,457047,461320,465387,469153,472678,476464,480251,484267,488619,493712,498613,503810,509470,515376,521025,525930,530728,535531,540555,545421,549925,553087,556473,559678,563181,566771,570803,575291,579590,583656,587624,591590,595834,600908,606067,611474,616070,620363,624263,627954,632574,636771,640958,644340,646756,648974,650303,652308,653965,655454,655422,654984,653315,651902,650095,648368,646619,643630,640518,636297,632823,628987,626129,623999,622440,621177,619368,617163,614375,611839,609593,607853,605516,603234,600663,597498,593895,590086,586438,583227,580442,578001,575541,572446,569086,565377,561514,557811,554282,550770,547640,545229,543490,542430,541626,541802,542239,543187,544200,545659,547517,549256,550619,551107,550950,549921,548528,546520,545046,543677,542827,541594,539504,536651,534024,531638,530346,529068,528211,526868,524781,522360,520219,518855,517590,517494,517819,519093,519867,520944,521847,522912,524992,528195,531842,534380,538336,541873,545602,548246,550947,554083,557511,562225,566688,570099,571831,573309,574061,575906,578613,581481,583955,585568,587152,587755,587841,588575,591241,595160,598683,601061,601340,601941,602759,605383,608202,610503,613222,614774,616122,617660,620344,622893,625735,628484,631254,632248,633505,635901,638673,642252,644980,647188,648138,649847,653167,656998,660743,664795,667787,671044,673521,677066,680121,683362,687496,691661,694627,696675,698983,701659,703562,703899,704333,704410,705596,706539,706959,706714,707466,709119,711570,712103,712119,712060,712232,712734,713929,717310,720834,725479,728839,731393,732353,735197,741111,748406,756445,765094,773760,781855,791162,801178,813379,827530
22,14,Indiana,IN,202551,202212,201307,200184,198475,197266,196010,195262,194704,193682,192736,191355,190357,189405,189171,188564,188985,190436,192220,193320,192948,193484,193929,194976,195472,195367,195178,195102,194663,191273,187754,185084,185029,184858,184823,185131,185362,185648,185506,185409,185577,186905,188042,188041,187242,186141,185069,183436,182555,182428,182629,182407,182357,182673,183480,184418,185035,185687,186478,187474,188218,188300,188349,188534,188908,189189,189320,189651,189849,190238,190426,190738,190792,190986,190988,191115,191232,191540,191829,191855,191886,191937,192199,192491,192684,192865,193051,193456,193742,193903,194042,194335,194854,195334,195774,196107,196353,196612,196996,197481,198081,198604,199123,199730,200273,200864,201342,201923,203139,204495,205974,206743,207439,208103,208853,209411,209814,210138,210521,210830,210815,210746,210557,210763,211075,211572,212057,212548,213151,213688,214009,214239,214322,214492,214566,214781,214776,214681,214501,214482,214416,214358,214527,214872,215129,215093,214898,214511,214205,213867,213612,213166,212733,212347,211844,211075,210484,209937,209590,209063,208593,208102,207506,206996,206550,206209,206047,206006,205926,205957,205883,205985,205915,205880,205682,205271,204669,204003,203319,202739,202189,201539,200948,200303,199772,199291,199119,199231,199431,199534,199562,199435,199277,199174,199194,199343,199554,199674,199703,199640,199696,199940,200041,200295,200562,201044,201416,201799,202224,202780,203346,203952,204494,204945,205561,206172,206849,207428,208097,208723,209285,209778,210392,211004,211573,212138,212713,213303,213761,214201,214648,215197,215648,216040,216223,216455,216809,217247,217833,218441,219237,219890,220388,220795,221422,222323,223445,224515,225545,226459,227228,227905,228612,229558,230678,231935,233142,234192,235003,235943,236918,238236,239493,240838,241870,243090,244425,245887,247188,248581,250094,251481,252602,253347,254318,255457,257026,258121,259157,260018,261212,262294,263285,264313,265428,266559,267362,268049,268875,269968,271184,272584,273834,275184,276546,278319,280326,282635,285322,288230,291124,294277,297627,301212,305142
8,15,Arizona,AZ,185917,186390,186944,187940,188898,189742,190538,191253,191952,192646,193302,193937,194508,195123,195597,196134,196658,197212,197737,198288,198911,199527,200215,200930,201876,202771,203631,204313,205033,205807,206730,207774,208756,209752,210682,211648,212269,212935,213710,214766,215851,217258,218571,219859,220960,222024,223093,224033,225248,226444,227756,228996,230288,231255,232295,233241,234440,235542,236652,237810,239015,240236,241338,242359,243360,244336,245238,246108,247064,248140,249335,250439,251418,252291,253288,254294,255225,256289,257383,258643,259654,260791,261991,263423,264921,266378,267728,269048,270292,271447,272432,273623,275246,277080,278891,280728,282879,284966,287349,289697,292573,295209,298665,302802,306930,311675,316774,323827,331976,340365,348324,357283,367996,381437,395809,409629,424010,435808,447705,455211,459776,465760,472347,478586,480584,480237,478114,475414,471701,469702,467404,466060,465127,463614,462424,461402,459768,456744,453037,449772,445760,441195,435657,430827,425442,417131,408323,398090,391209,383764,376507,367631,359572,352229,342645,332622,323830,319231,314061,308636,302333,297785,294647,291720,289345,286057,286257,286674,287080,284917,282925,282163,280709,279005,275201,272499,268866,266457,263310,260329,257305,254807,253414,250729,248244,245240,243978,243175,242907,243055,243134,244644,245570,247520,248673,252174,256499,261114,265036,268908,273624,277853,282534,284961,288211,289921,293344,295987,298864,302378,306664,310100,312878,314935,315848,317987,320520,324493,325520,325263,324700,324782,324303,324267,323666,324284,325799,327602,328019,328121,330137,332977,335488,336684,338471,340086,342200,343234,344141,345028,347322,348859,349786,350624,351788,353121,353691,354967,356311,358444,360476,362065,363063,364474,366295,368019,369568,371472,373905,375568,377357,379138,381259,383155,385367,388000,390495,392870,395280,397602,399623,401380,403330,405027,406643,408215,409836,411635,412947,414170,415389,417503,419571,421797,423392,425252,427474,430463,433021,436269,439691,445682,448718,451775,453996,459247,465620,472774,480618,489025,498923,509282,521188,532471,548086
53,16,Tennessee,TN,177505,177830,178233,179029,179869,180748,181631,182469,183168,183801,184482,185183,185789,186470,187144,187915,188545,189058,189589,190151,190878,191595,192275,192920,193910,194886,195824,196347,196940,197520,198001,198528,199153,199967,200616,201235,201402,201582,201717,202244,202843,203656,204529,205333,205908,206345,206966,207561,208260,208901,209548,210211,210746,211172,211595,212018,212552,213035,213592,214273,215045,215637,216179,216599,217088,217475,217831,218267,218704,219173,219494,219708,219909,220241,220651,221012,221362,221748,222177,222528,222869,223239,223662,224122,224549,225040,225468,225930,226396,226909,227350,227830,228349,228944,229540,230164,230846,231518,232208,232909,233601,234308,235056,235864,236720,237660,238644,239653,240727,241857,243072,244287,245546,246839,248268,249692,251169,252544,254003,255501,257004,258461,259815,261178,262513,263882,265270,266671,268030,269307,270504,271537,272421,273210,274014,274758,275449,276051,276529,276853,276871,276672,276204,275710,274873,273989,273088,272495,271970,271276,270345,269208,268082,267077,266095,265045,264195,263413,262464,261062,259475,258088,256946,256130,255516,255054,254625,254333,254217,254048,253995,253871,253828,253548,253109,252473,251706,250914,250158,249322,248159,247109,246003,245298,244564,244063,243556,243128,242706,242208,241807,241472,241411,241298,241402,241475,241692,241804,242081,242335,242668,242926,243121,243428,243898,244645,245472,246343,247047,247813,248519,249497,250555,251867,253203,254388,255340,255998,256450,256823,257354,258053,258805,259385,259835,260139,260453,261039,261863,262807,263748,264696,265907,267035,268078,269106,270292,271673,273142,274377,275662,277031,278460,279715,280712,281760,283101,284539,286158,287743,289388,291123,292622,293939,295542,297508,299599,301590,303463,305365,306964,308480,310059,311742,313418,315236,316761,318296,319662,321185,322744,324240,325775,327242,328437,329523,330742,331968,333202,334183,335241,336295,337376,338596,339864,341194,342499,343795,345193,347083,349322,351567,353248,354906,356835,359331,362088,365158,368724,372701,376929,381145,385577,390614,396651
32,17,Missouri,MO,154729,155141,155419,155987,156400,156761,157143,157627,158196,158779,159303,159768,160080,160214,160441,160804,161387,161991,162558,162975,163383,163757,164219,164652,165220,165835,166397,166882,167378,167937,168493,168890,169109,169498,170059,170830,171613,172500,173411,174197,174836,175470,176116,177230,178378,179152,179463,179798,180582,181408,182195,183043,183962,184909,185879,186855,187797,188895,190245,191424,192216,192800,193698,194762,195846,196847,197832,198665,199535,200454,201436,202533,203618,204787,205722,206597,207449,208398,209356,210216,211121,212074,213039,213870,214759,215796,216948,218071,219153,220217,221194,222267,223384,224534,225581,226662,227737,228670,229452,230170,230963,231775,232743,233626,234406,235063,235841,236751,237722,238660,239596,240554,241614,242636,243529,244461,245418,246438,247367,248250,248977,249632,250226,250890,251438,251991,252532,253007,253444,253853,254327,254596,254765,254732,254746,254768,254759,254720,254547,254345,253962,253443,252698,252001,251377,250995,250404,249463,248508,247649,247047,246294,245675,244900,243831,242550,241413,240605,239879,239030,237974,236864,235810,235095,234397,234065,234214,234627,234586,233899,233416,233327,233349,232942,232157,231146,229929,228613,227114,225686,224391,223378,221973,220424,218879,217902,217235,216602,216094,215619,215053,214356,213646,213275,213366,213748,214083,214069,213933,213970,214384,214552,215123,215704,217014,217826,218505,218718,219055,219568,220222,220869,221244,221932,222489,223218,223678,224225,224682,225206,226018,226897,227722,228359,228947,229486,229999,230364,230392,230638,231156,232206,233056,233879,234604,235425,236245,236989,237626,238586,239592,240647,241443,242185,243144,244210,245380,246427,247480,248710,250121,251222,252369,253543,254862,255981,256729,257528,258326,259351,260635,261845,262994,264014,265053,265956,267106,268427,269910,271062,272140,273242,274015,274783,275523,276700,278084,279483,280532,281234,282076,282838,283449,283561,283946,284432,285084,285753,286797,288128,289397,290466,291237,292510,294222,296651,299197,301941,304880,307954,310972,314166,317946,322482,327637
27,18,Maryland,MD,252911,252741,252609,252425,252360,252297,252175,252019,251966,252002,252052,252241,252158,252142,251980,252031,252052,252189,252515,252839,252995,253128,253330,253316,253568,253812,254455,254795,255071,255227,255271,255520,255880,256177,256362,256785,257518,258564,259450,260309,261040,261863,262810,263795,265001,266326,267919,269336,270740,271746,272826,273846,275273,276712,278283,279662,281011,282577,284304,286271,288013,289861,291697,293886,295882,297990,300077,302407,304836,307204,309649,312207,315045,317956,320973,324072,327604,331132,334904,338646,342372,346098,349903,353874,357817,361973,366362,370494,374393,378314,382131,386051,390406,395450,400471,405384,410231,415535,420688,426127,431748,438134,444876,452129,459736,466632,474141,480981,488840,496101,503317,511067,518976,527543,536237,545005,552387,559922,565794,573019,578345,583812,589099,594131,598947,602061,604426,605483,606062,605921,606422,605935,605519,604505,603658,602636,601471,599761,597729,595269,593249,590217,585777,580706,576039,571658,566841,561132,554053,546166,538436,531694,525523,519717,514746,509731,504333,498845,492851,487011,481838,478720,476201,474271,471747,470000,468504,467833,467524,466091,465117,464607,465506,465222,464109,461492,459055,456488,453923,451358,449090,448226,447354,445939,443278,441000,438987,437773,436662,435954,435176,434111,432504,431123,430466,430715,431140,431888,432951,434313,435451,436324,437235,438838,441184,443372,445679,447568,450456,452939,455543,457617,460016,462379,464995,466603,468105,469229,469672,470285,469743,469770,469415,469641,469597,469455,469510,469573,469396,469297,469902,469910,469913,469418,469290,468976,468686,468714,468221,468879,469308,470034,469887,470546,472029,473260,474622,475565,477407,478763,480251,481031,482607,483917,485591,486603,487292,488377,488956,490235,491167,492794,494521,496147,496664,497754,498965,501033,502436,503724,504940,505528,505695,505452,505517,505894,507429,508274,508404,508111,508894,510100,510466,510414,510219,510299,510237,510049,510765,511360,513162,514502,516403,518286,521204,525011,529620,534570,539963,545909,551370,557843,564411,572210,580002
60,19,Wisconsin,WI,161330,161514,161648,162033,162537,163277,164061,164826,165461,166093,166719,167376,168062,168661,169318,169817,170304,170496,170655,170771,171084,171476,171832,172147,172250,172636,173140,173925,174487,174994,175493,176176,176902,177527,178185,178844,179779,180771,181769,182733,183616,184535,185377,186116,186778,187515,188563,189721,190963,191779,192579,193084,193866,194653,195593,196568,197547,198519,199319,200117,200832,201755,202737,203894,204894,205855,206804,207699,208595,209393,210336,211291,212330,213342,214251,215122,215900,216666,217421,218261,219173,220176,221287,222498,223704,224894,226188,227351,228514,229796,231009,232625,234236,236142,237505,238720,240209,242006,243746,245429,247320,249259,251306,252756,254259,255518,257193,258952,260019,260843,261755,263297,264951,266574,268327,270070,271519,272687,273731,274603,275411,276264,277016,277662,278095,278342,278383,278448,278680,278989,279211,279328,279950,280393,280905,280835,280705,280436,279968,279617,279360,279418,279469,279434,279336,278566,277402,275802,274622,273775,273179,272318,271239,269715,268094,266490,264155,262518,261020,260614,259610,258612,257449,256886,256438,256022,255531,255201,255495,255992,256368,256171,255866,255045,254126,252413,250485,248819,247193,245846,244314,242779,241188,239458,237647,236307,235082,234540,234062,233647,233299,232779,232388,231871,231299,230896,230879,231039,231297,231276,231299,231125,231218,231283,231539,231466,232116,233311,234932,236147,237241,238486,240140,241795,243035,243897,244582,245588,246703,247132,247452,247839,248668,249141,249155,249111,249366,250073,250933,252013,252630,253462,253849,254223,254462,254862,255505,256348,257402,258404,259240,259892,260460,261284,262407,263957,265235,266750,268265,269949,271341,272706,274025,275337,276703,278090,279341,280644,281951,283276,284410,285433,286670,288054,289841,291383,293083,294448,296319,297721,299164,300168,301405,302493,303504,304466,305342,306751,308091,309611,310535,311497,312434,313442,314270,315333,316039,317149,318157,319699,321169,322835,324325,326040,327830,330285,332988,335807,339156,342444,346068,349360,353058,356947,361591
31,20,Minnesota,MN,174963,174544,174349,174066,174092,174372,174696,175244,175716,176314,176948,177658,178279,179138,180078,181118,181844,182423,183053,183653,184341,185019,185730,186573,187576,188578,189460,190071,190836,191462,192326,193174,194530,195863,197160,198272,199592,201340,203410,205605,207736,210109,212135,213668,214804,216157,218223,220437,222592,224613,226348,228326,230253,232370,234639,237773,240715,243608,245771,248411,250963,253449,256089,258819,261291,263664,266034,268455,271072,273772,276449,278451,280272,282088,284006,285764,287927,290003,292144,293901,295645,297361,299263,301524,303871,306048,308112,309926,311875,313616,315612,317579,319693,321692,323786,325807,327660,329657,331783,334137,336240,338485,340597,342742,344725,346564,348149,349739,351781,353896,355754,357629,359558,361356,362903,364116,365611,366950,368549,369614,370261,370609,370905,371154,371194,371299,371231,371048,370378,369779,369094,368927,368868,368986,368701,367920,366529,364712,362712,361287,360017,358943,357245,354949,352260,349087,346274,343505,340901,338413,335887,332912,329887,326800,324054,321373,318651,315984,312695,309843,307645,306302,305351,304863,304387,303718,302828,302615,302512,302923,303392,303828,303812,302864,301459,299151,296630,294184,292276,289910,287660,284935,282685,280161,277801,275635,273841,272664,271677,270676,269535,268518,267819,267688,268078,268915,269686,270974,272413,274138,276027,278291,280764,283262,285502,287078,288256,289490,291926,294467,297222,299798,302426,304911,306839,308481,310272,312160,314403,316234,317513,318166,318344,318258,318041,317861,318019,318662,319161,320530,321617,323181,324034,324897,325765,326693,327888,329032,330438,331795,333591,335000,336212,336836,337534,338730,340414,342506,344309,346183,347756,349235,350351,351583,353249,355472,357938,360056,361846,363109,364440,365623,367350,369279,371486,373652,375770,377535,378921,380084,381166,382578,383743,384977,385851,386873,387997,389141,389865,390830,391988,393704,395185,396256,397405,398296,399210,400280,401259,402643,404155,406316,407911,409318,410779,413234,415961,419134,422652,426238,430140,434084,438546,442862,448092
10,21,Colorado,CO,233192,233842,234367,235424,236343,237279,238211,239153,240042,240878,241768,242675,243617,244395,245233,246210,247337,248380,249234,250091,251075,252263,253480,254670,255920,257052,258194,259061,260116,261175,262764,264596,266651,268538,270184,271931,273593,275796,278132,280785,283373,286464,289313,291684,293502,295503,298050,300771,303674,306547,309339,312381,315391,318502,321548,325057,328827,332608,336179,339705,343388,346706,349848,352609,355330,357651,359989,362336,364459,366200,367583,368868,369684,370608,371576,372661,373830,374807,375730,376060,376611,377268,377945,378154,378408,378686,379226,379496,379422,379347,379376,379787,380359,380871,381660,382525,383370,384284,385067,386019,386971,388073,389172,390226,391021,391975,392891,394136,395445,396616,397796,399017,400326,401626,402915,404152,405504,407027,408548,409815,411035,412108,412979,413560,414346,414965,415382,415848,416221,416364,416394,416715,417176,417398,417742,418222,418855,419450,420092,420393,420117,419377,418325,417083,415509,414115,412611,411258,409585,408145,406702,405466,404510,403707,402643,401244,399568,398226,396986,396034,395412,394727,393921,392976,392232,391701,391583,391797,392490,392925,393211,392768,391929,390565,389223,387819,386332,384917,383530,382176,380621,379076,377616,376545,375143,374248,373256,373017,372893,372908,373073,373254,373720,374307,375046,376120,377839,379851,382112,383899,385954,388019,390220,392367,394826,397415,400367,402943,405569,408080,411085,414475,417495,420123,422382,424866,426988,429084,430929,433233,435739,438325,440593,442447,444625,447481,450868,454423,458398,462544,466650,470374,474300,478391,482581,486953,491429,495678,499639,503423,506769,510018,513338,517139,520598,523832,527236,530822,534084,537102,540331,543522,547171,551012,555157,558647,561761,564720,567384,569952,572767,576070,579324,583232,586853,590230,593216,596776,600943,604981,608683,611773,614770,617645,620760,622748,624203,625807,627313,628642,628925,629885,631006,632596,633862,634609,635319,637085,640114,642991,645814,648411,650283,651767,653743,657733,662650,668789,675842,683547,691695,701149,712104,724701,739978
