RegionID,SizeRank,StateName,Lstate,1/1/1996,2/1/1996,3/1/1996,4/1/1996,5/1/1996,6/1/1996,7/1/1996,8/1/1996,9/1/1996,10/1/1996,11/1/1996,12/1/1996,1/1/1997,2/1/1997,3/1/1997,4/1/1997,5/1/1997,6/1/1997,7/1/1997,8/1/1997,9/1/1997,10/1/1997,11/1/1997,12/1/1997,1/1/1998,2/1/1998,3/1/1998,4/1/1998,5/1/1998,6/1/1998,7/1/1998,8/1/1998,9/1/1998,10/1/1998,11/1/1998,12/1/1998,1/1/1999,2/1/1999,3/1/1999,4/1/1999,5/1/1999,6/1/1999,7/1/1999,8/1/1999,9/1/1999,10/1/1999,11/1/1999,12/1/1999,1/1/2000,2/1/2000,3/1/2000,4/1/2000,5/1/2000,6/1/2000,7/1/2000,8/1/2000,9/1/2000,10/1/2000,11/1/2000,12/1/2000,1/1/2001,2/1/2001,3/1/2001,4/1/2001,5/1/2001,6/1/2001,7/1/2001,8/1/2001,9/1/2001,10/1/2001,11/1/2001,12/1/2001,1/1/2002,2/1/2002,3/1/2002,4/1/2002,5/1/2002,6/1/2002,7/1/2002,8/1/2002,9/1/2002,10/1/2002,11/1/2002,12/1/2002,1/1/2003,2/1/2003,3/1/2003,4/1/2003,5/1/2003,6/1/2003,7/1/2003,8/1/2003,9/1/2003,10/1/2003,11/1/2003,12/1/2003,1/1/2004,2/1/2004,3/1/2004,4/1/2004,5/1/2004,6/1/2004,7/1/2004,8/1/2004,9/1/2004,10/1/2004,11/1/2004,12/1/2004,1/1/2005,2/1/2005,3/1/2005,4/1/2005,5/1/2005,6/1/2005,7/1/2005,8/1/2005,9/1/2005,10/1/2005,11/1/2005,12/1/2005,1/1/2006,2/1/2006,3/1/2006,4/1/2006,5/1/2006,6/1/2006,7/1/2006,8/1/2006,9/1/2006,10/1/2006,11/1/2006,12/1/2006,1/1/2007,2/1/2007,3/1/2007,4/1/2007,5/1/2007,6/1/2007,7/1/2007,8/1/2007,9/1/2007,10/1/2007,11/1/2007,12/1/2007,1/1/2008,2/1/2008,3/1/2008,4/1/2008,5/1/2008,6/1/2008,7/1/2008,8/1/2008,9/1/2008,10/1/2008,11/1/2008,12/1/2008,1/1/2009,2/1/2009,3/1/2009,4/1/2009,5/1/2009,6/1/2009,7/1/2009,8/1/2009,9/1/2009,10/1/2009,11/1/2009,12/1/2009,1/1/2010,2/1/2010,3/1/2010,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,9/1/2011,10/1/2011,11/1/2011,12/1/2011,1/1/2012,2/1/2012,3/1/2012,4/1/2012,5/1/2012,6/1/2012,7/1/2012,8/1/2012,9/1/2012,10/1/2012,11/1/2012,12/1/2012,1/1/2013,2/1/2013,3/1/2013,4/1/2013,5/1/2013,6/1/2013,7/1/2013,8/1/2013,sep213,10/1/2013,11/1/2013,12/1/2013,1/1/2014,2/1/2014,3/1/2014,4/1/2014,5/1/2014,6/1/2014,7/1/2014,8/1/2014,9/1/2014,oct214,11/1/2014,12/1/2014,1/1/2015,2/1/2015,3/1/2015,4/1/2015,5/1/2015,6/1/2015,7/1/2015,8/1/2015,9/1/2015,10/1/2015,11/1/2015,12/1/2015,1/1/2016,2/1/2016,3/1/2016,4/1/2016,5/1/2016,6/1/2016,7/1/2016,8/1/2016,9/1/2016,10/1/2016,11/1/2016,12/1/2016,1/1/2017,2/1/2017,3/1/2017,4/1/2017,5/1/2017,6/1/2017,7/1/2017,8/1/2017,9/1/2017,10/1/2017,11/1/2017,12/1/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020,3/1/2020,4/1/2020,5/1/2020,6/1/2020,7/1/2020,8/1/2020,9/1/2020,10/1/2020,11/1/2020,12/1/2020,1/1/2021,2/1/2021,3/1/2021,4/1/2021,5/1/2021
4,22,Alabama,AL,164743,164890,165036,165200,165354,165517,165808,166212,166570,166901,167141,167471,167800,168147,168538,169215,169981,170756,171380,171919,172550,173279,174226,175129,176130,177025,177795,178347,178865,179485,180172,180786,181423,182040,182497,182888,183165,183560,184023,184533,185048,185448,185833,186329,186885,187411,188082,188718,189354,189925,190482,191154,191802,192519,193176,193797,194353,194906,195580,196399,197424,198214,198948,199421,199921,200342,200771,201158,201629,202213,202589,202802,202780,202992,203191,203507,203903,204386,204876,205332,205756,206204,206665,207212,207801,208427,209070,209803,210361,210793,211209,211746,212369,212785,213188,213534,214082,214687,215418,216108,216938,217843,218834,219729,220560,221482,222531,223697,224701,225532,226191,226848,227654,228654,229806,230920,232112,233488,235150,236854,238650,240266,242004,243631,245300,246832,248333,249928,251366,252578,253260,253864,254314,255273,256193,257247,257664,257811,257630,257604,257515,257513,257398,257306,256938,256394,255702,255117,254717,254537,254271,253639,252961,251978,251223,250116,249242,247998,246926,245535,244378,243072,242119,241190,240295,239447,238689,238136,237596,237129,236225,235372,234337,233417,232265,231170,230217,229476,228632,227677,226468,225401,224620,224095,223593,223124,222628,222142,221526,220850,220032,219455,219344,219386,219457,219233,219216,219116,219170,219168,219377,219667,220209,220620,220929,221153,221509,221897,222077,222310,222594,223112,223521,223895,224210,224627,224946,225210,225336,225694,226267,226937,227485,227899,228198,228552,228938,229216,229539,229863,230351,230702,230989,231242,231589,231904,232353,232661,232897,233188,233668,234318,234910,235521,236052,236595,237021,237479,237865,238451,239212,239953,240475,240855,241303,241854,242392,242786,243252,243941,244883,245771,246442,247351,248270,249248,250067,250929,251958,253137,254376,255368,256164,256874,257687,258320,259036,259818,260619,261429,262228,263321,264490,265498,266227,266954,267988,269341,270780,272294,273957,275637,277115,278354,279625,281466,283744,286264,288739,291220,293821,296562,299470,302634,306237
51,23,South Carolina,SC,187307,187523,187691,188160,188512,188958,189237,189724,190061,190565,191004,191560,192276,193070,193950,194620,195408,196189,197135,197996,199175,200317,201611,202767,203708,204412,205099,205873,206949,207931,209243,210289,211336,212099,212845,213591,214429,215482,216567,217800,218852,219974,220893,221868,222614,223487,224398,225504,226554,227715,228817,229996,230913,231778,232426,233332,234404,235461,236510,237227,238307,239185,240182,240792,241527,242268,243052,243555,244000,244460,244884,245386,245618,245764,245839,246126,246544,246977,247484,248110,248671,249216,249765,250467,251241,252152,252965,253668,254277,254856,255528,256257,257071,257939,258856,259830,260834,261843,262947,264194,265673,267202,268662,269993,271614,273402,275508,277470,279573,281420,283727,285943,288280,290504,293108,295991,298884,301774,304493,307336,309809,312891,315503,318430,321011,324027,326760,329027,330735,332169,333230,333993,334729,335294,335960,336208,336280,335864,335510,335262,335001,334364,333883,333349,333192,332639,331395,329982,328577,327589,325942,324081,322154,320498,318312,316191,313583,311227,309274,307301,305198,302681,300677,298954,297590,296340,295539,294821,294315,293584,292677,291996,291584,291074,290230,289224,287893,286380,284904,283124,281153,278973,277408,275889,274462,273179,272239,271445,270649,269899,269043,268759,268768,269194,269010,268911,268707,268587,268277,267863,267892,268144,268582,268846,269101,269359,270113,270868,271740,272657,273792,275242,276436,277579,278677,279672,280673,281555,282123,282479,282812,283295,283868,284389,285029,285549,286009,286569,287287,288248,289453,290761,291974,293047,294103,294918,295662,296509,297492,298586,299651,300550,301354,302111,303161,304180,305090,306188,307431,308829,310107,311174,311942,312829,313632,314872,315935,317277,318497,319709,320691,321667,322802,324082,325599,326992,328758,330134,331517,332579,333748,334888,336093,337080,338054,339081,340174,341261,342058,342917,343472,344193,344971,345847,346510,347165,347898,348847,349990,351212,352547,353743,355081,356431,358039,360086,362564,365460,368619,371925,375391,379237,383510,388423,393916
25,24,Louisiana,LA,156666,157086,157376,158054,158356,158695,158903,159432,159920,160565,161093,161809,162960,163974,164829,165159,165706,166088,166426,166787,167323,167831,168445,168947,168623,168266,168151,168694,169933,171410,173416,174524,175410,176006,176682,177127,177858,178664,179545,180489,181103,181698,181928,182467,183020,183443,183989,184620,185686,186702,187597,188150,188617,189130,189710,190369,191115,192114,193141,194312,195501,196441,197336,198136,198618,199137,199475,200517,201368,202157,202595,202882,202946,203338,203916,204819,206413,207553,208754,208373,208436,208390,209053,209784,210661,211366,211888,211936,211788,211855,212247,213260,214228,215367,216110,216871,217653,218640,219735,220898,221964,223008,223853,225006,226065,227032,228015,228892,229572,230185,230799,231908,233155,234776,236531,238378,240225,242344,244407,246684,249105,251463,253780,255708,257470,258943,260258,261376,262403,263217,264083,264748,265375,266096,266964,267779,268258,268627,268960,269369,269674,269848,270082,270282,270383,270023,269321,268499,268050,267701,267531,267410,267340,267160,266558,266119,265633,265493,265259,265363,265140,264857,264339,263606,262845,262179,262007,261793,262012,262187,262633,262557,262608,262435,262175,261815,261656,261452,261139,260649,259653,258561,257159,256147,255313,254940,254881,254893,254724,254687,254558,254443,254397,254348,254639,255127,255718,256063,256008,256038,256264,256503,256584,256630,256805,257268,257883,258311,258809,259468,260420,261275,261691,262075,262517,263335,264344,265186,265691,266097,266051,265885,265659,265838,266223,266644,267489,268062,268514,268891,269709,270450,271220,271886,272681,273204,273881,274549,274953,275481,275841,276416,276512,276910,277570,278569,279386,280080,280662,281226,281688,281874,282035,282077,282788,283671,284602,284969,285418,285805,286480,287076,288054,289090,290308,291208,291426,291179,290731,290773,290746,291118,291157,291361,290936,290439,289860,289809,290042,290436,291108,291725,292263,292331,292374,292255,292498,293458,294556,295449,296091,296911,297293,297507,297873,298867,300101,301543,303104,304323,305628,307105,308970,310938,313392
24,25,Kentucky,KY,141161,141378,141573,142011,142389,142762,143133,143549,143945,144286,144716,145186,145828,146350,146880,147176,147592,148027,148531,148979,149473,150026,150530,150996,151339,151748,152195,152840,153512,154176,154759,155330,155914,156549,157038,157515,157785,158287,158768,159444,159977,160545,161085,161642,162130,162622,163231,163881,164631,165225,165802,166266,166797,167326,167940,168658,169425,170130,170883,171674,172608,173390,174183,174897,175703,176470,177121,177613,178068,178567,178998,179379,179656,180061,180458,180900,181233,181603,181996,182447,182879,183265,183700,184112,184561,185013,185504,186029,186539,186969,187394,187854,188402,188944,189471,190010,190537,191056,191442,191703,191983,192415,192974,193537,194060,194710,195268,195841,196377,196997,197760,198581,199445,200194,200882,201508,202034,202523,203087,203728,204321,204799,205272,205840,206339,206775,207055,207318,207693,207843,208056,208107,208328,208503,208595,208684,208782,208921,209052,209144,209187,209336,209401,209452,209307,209182,209081,208755,208462,208198,208202,208282,208350,208365,208263,208104,208060,208046,207852,207577,207149,206853,206443,206046,205581,205216,205034,205032,205057,205027,205101,205229,205389,205294,205083,204791,204531,204250,203628,202938,202060,201219,200388,199682,199177,198749,198371,198055,197751,197454,197447,197458,197567,197643,197762,197972,198037,198048,198057,198002,198179,198368,198609,198737,198990,199318,199824,200171,200588,201038,201596,202407,202995,203633,204065,204584,204828,205217,205361,205702,205979,206487,207049,207300,207570,207823,208324,208952,209821,210413,211056,211537,212208,212706,213159,213823,214610,215341,215956,216487,217096,217955,218869,219894,220734,221695,222542,223458,224317,225368,226446,227509,228356,229105,230075,231177,232443,233568,234760,235838,236937,237845,239004,240096,241369,242505,243550,244360,245006,245753,246578,247236,247772,248279,248513,249012,249754,250928,251909,252877,254013,255169,256162,256941,257715,258415,259031,259849,260880,261856,262774,263771,264730,265663,266620,268246,270066,272150,274570,276905,279131,281455,284199,287219,290521
46,26,Oregon,OR,212947,213651,214272,215518,216691,217876,219072,220245,221389,222664,223990,225322,226600,227847,229198,230496,231750,232894,233930,234918,235880,236495,237095,237610,238478,239103,239587,239885,240394,241022,241741,242487,243054,243809,244327,245102,245266,245582,245747,246350,246931,247417,247861,248328,249308,250220,251236,251672,252267,253087,254188,255329,256102,256867,257478,258177,258666,259238,259906,260819,261919,262789,263684,264326,265149,265903,266829,267876,268914,269931,270808,271831,272872,273954,274908,275837,276862,278000,279093,279930,280823,281786,283092,284383,285825,287182,288572,289872,291128,292411,293810,295482,297235,299218,301086,303052,305002,307227,309484,311667,314085,316540,319345,321970,324798,327755,331044,334180,337562,341430,345858,350767,355655,360793,366469,372837,380003,386489,392626,399023,404849,409758,414120,418968,424224,429988,434284,438034,439523,441692,443751,445939,448044,449880,452004,453816,455351,455572,455604,455070,455053,454281,452980,451087,448461,446743,444214,441594,437811,434267,430973,427328,423504,419376,415411,411233,407823,403495,398925,393817,389777,386034,382416,379578,377733,376435,375076,373911,372477,371425,371036,370474,368938,366613,364171,361498,358169,355076,352636,350336,347808,344563,340755,337265,334575,333038,332079,331195,330492,329304,327975,326366,325339,324840,325695,326847,328372,329577,330723,332471,334250,336866,338649,341146,343795,348037,351841,355863,359575,362858,365985,368232,370921,372926,376268,379518,382803,384617,385859,387186,388236,390120,391779,393856,395853,398290,400585,402407,404194,406704,409806,412315,415045,417896,421265,425238,429004,432905,436452,440238,444118,446911,449917,453606,458333,462705,467016,470295,473712,476573,479287,482451,485402,489087,491940,494949,496989,498636,500035,502106,504310,506618,509018,511092,513024,515413,518412,521000,523233,525627,528117,529785,530723,531207,532384,533922,535900,537096,537373,537449,537767,538938,539736,540674,540702,541808,542525,544519,547041,549912,553283,555838,558121,559811,562607,566946,572909,578969,585821,592430,599366,607321,616353,627483,640177
45,27,Oklahoma,OK,126431,126576,126824,127225,127644,127943,128276,128544,128782,128969,129250,129625,129989,130365,130634,130987,131323,131804,132222,132689,133200,133781,134329,134827,135418,135966,136461,136823,137217,137646,138100,138715,139373,140071,140523,140813,141026,141464,141997,142633,143191,143835,144537,145066,145513,145892,146495,147193,147809,148205,148735,149294,150029,150562,151099,151559,152002,152458,153032,153713,154492,155221,155774,156235,156595,157059,157483,158027,158568,159097,159477,159804,160125,160577,161004,161467,161893,162327,162770,163178,163608,164056,164546,165010,165403,165777,166227,166707,167145,167554,167947,168358,168770,169150,169557,169977,170504,171026,171513,171963,172452,172948,173451,174009,174656,175366,175948,176523,177059,177567,178031,178523,179089,179643,180194,180743,181291,181773,182305,182849,183484,184242,185111,185857,186453,187003,187595,188193,188729,189319,189900,190479,190978,191309,191654,191946,192312,192651,193110,193518,193811,193951,194197,194428,194505,194617,194435,194492,194486,194639,194545,194350,194268,194364,194208,193954,193675,193387,193267,193052,192997,193031,193195,193390,193511,193601,193985,194280,194607,194843,195223,195587,195764,195532,194978,194387,193791,193260,192533,192043,191659,191362,190837,190149,189461,189073,189051,189167,189440,189475,189432,189224,189008,188978,189024,189333,189834,190273,190577,190761,190754,190966,191389,192056,192615,192932,193335,193813,194145,194517,194921,195526,196195,196604,196987,197271,197810,198318,198749,199015,199497,199912,200411,200781,201288,202176,202964,203598,203995,204562,205266,205897,206294,206743,207137,207546,207766,207635,207569,207657,208128,208692,209219,209690,210184,210704,211249,211713,212183,212735,213244,213765,214039,214382,214681,215271,215802,216281,216578,216985,217546,218165,218746,219311,219880,220156,220429,220643,221088,221372,221752,222069,222421,222845,223290,223828,224213,224950,225581,226151,226583,227326,228236,229068,229821,230515,231395,232214,233437,234506,235748,236806,237645,238350,239085,240273,241614,243123,244681,246450,248192,250151,252256,254789,257787
11,28,Connecticut,CT,281519,281310,281724,282061,282316,282418,282464,282690,282385,282175,281766,281895,281270,281449,280603,280630,280437,280639,281078,281392,282438,283222,284142,284484,286295,287605,289528,290114,291280,292316,293167,294094,295185,296737,298578,300178,301201,301877,303077,305043,307290,309390,311642,313676,315675,317556,319707,322312,324902,328108,331070,333790,335790,337994,340366,342774,345189,347622,350129,352634,355375,357905,360400,362956,365591,368007,370344,373611,377116,380617,383295,385682,388095,390971,394172,397418,400855,404710,408767,412443,415443,419345,423680,428299,432564,436522,440560,444654,448767,452584,456192,459603,463849,466876,470344,474003,478476,482879,486605,490688,495147,500178,505333,510170,514784,520052,525554,530735,534979,539583,544409,549294,553877,558858,563596,568923,573812,578708,583030,586797,590280,592063,594906,597157,599671,600171,600420,599714,598817,597433,596105,594922,594613,594743,594427,593249,591247,589034,587079,585572,584842,583748,581794,579375,575629,571377,566114,561535,558227,555648,552672,548411,543389,538577,534741,531142,527642,524818,521484,517745,512650,507885,503905,501850,500116,499216,497349,495448,492649,490458,489771,490234,490606,490259,489158,487312,485208,481757,478041,474749,473440,472004,469319,465544,462227,460272,458283,455638,452629,450004,448513,446523,443870,441058,438998,437334,435724,433323,431732,431077,430897,431332,431330,432226,433567,434612,436168,438079,440727,442885,444248,445753,447626,448970,450331,450910,451229,451426,450413,449501,447814,447675,447465,446680,445448,444808,444675,444406,443581,443413,444107,444932,445655,445549,445668,446027,446712,446474,445010,444116,444145,444852,445112,444379,443764,443052,442605,441689,440671,440509,441617,442976,444625,444963,445357,445993,447269,448137,449045,450122,451405,452459,453732,454133,454153,454015,454451,454953,455019,455980,456630,457504,457296,457011,456128,456534,456118,456956,457170,458343,459277,459267,458409,456830,455505,454570,454021,453955,455263,456121,457560,459208,460832,463203,466270,471132,476929,483201,490158,497143,504462,512640,521675,531231,542330
19,29,Iowa,IA,145786,146066,146301,146762,147160,147485,147757,147968,148193,148647,149212,149878,150102,150190,150144,150232,150372,150599,150874,151197,151466,151498,151348,151069,151385,151822,152478,152973,153526,154047,154622,155213,155874,156300,156773,157381,158036,158742,159282,159968,160567,161189,161685,162256,162791,163626,164538,165111,165677,166237,167212,167899,168538,169059,169652,170129,170646,171257,171745,172410,172907,173533,173956,174414,174840,175341,175881,176530,177219,177784,178351,178909,179330,179634,179924,180581,181381,182205,182833,183311,183652,184050,184572,185182,185921,186720,187468,188006,188414,188785,189281,189931,190716,191483,192225,192842,193507,194032,194649,195209,195799,196352,196846,197372,197879,198509,199014,199663,200215,200877,201379,202049,202889,203932,205037,205927,206684,207183,207748,208193,208690,209148,209691,210114,210513,210829,211187,211543,211922,212316,212684,213012,213229,213576,213988,214448,214522,214491,214346,214394,214423,214613,214763,214982,215257,215245,214936,214463,214267,214131,213994,213829,213747,213514,213235,212885,212396,211913,211507,211260,211029,210838,210739,210551,210328,210141,210007,209912,209935,210144,210544,210828,210993,210867,210569,210178,209707,209154,208602,208048,207615,207063,206471,205926,205439,205128,204933,204927,204984,205048,205146,205231,205116,204991,205006,205235,205548,205890,206327,206794,207354,208129,208955,209754,210600,211458,211901,212050,212228,212730,213233,213656,213996,214271,214470,214815,215192,215743,216520,217469,218236,218694,219031,219355,219755,220130,220511,220847,221393,221883,222475,223021,223734,224449,225197,225972,226789,227585,228446,229168,229748,230330,230988,231659,232344,233065,233846,234585,235188,235872,236559,237381,238346,239308,240239,241043,241794,242605,243371,244123,244868,245534,246310,247130,247674,248099,248484,249271,250135,250636,251079,251643,252453,253220,253740,254318,255025,255928,256721,257326,257759,258434,259026,259821,260395,261079,261477,262046,262588,262764,262919,263042,263700,264288,265101,265759,266581,267479,268831,270152,271633,273488,275596,277935,280137
34,30,Mississippi,MS,128474,128453,128539,128686,128952,129258,129583,129832,130020,130391,130883,131424,131736,131968,132195,132488,132757,133053,133264,133692,134197,135043,135721,136352,136950,137867,138726,139452,139915,140471,141178,142033,142846,142655,142370,142131,142671,143284,143950,144764,145756,146204,146666,146389,146489,146754,147497,148196,148607,148909,149250,149612,150098,150847,151462,152306,152934,153743,154485,155445,156395,157047,157593,158079,158466,158799,159062,159558,159989,160501,160803,161020,161221,161452,161631,161667,161899,162307,163001,163428,163904,164292,164801,165272,165596,166030,166498,167129,167593,167939,168059,168386,168703,169095,169503,169937,170568,171138,171762,172220,172753,173180,173872,174445,175166,175743,176387,177101,177770,178583,179353,180221,181163,182414,183635,184881,185998,187331,188505,189573,190620,192035,193713,195575,196862,198159,199092,200393,201600,202912,204106,205307,206327,206934,207219,207572,208614,209383,210202,210590,211091,211251,211288,211025,210908,210559,210197,209399,208223,207161,206104,205389,204583,203968,203436,202987,202262,201555,200955,200514,200101,199569,199232,198652,198115,197504,196955,196394,195996,195806,195621,195394,195099,194874,194291,193773,193189,192760,192313,192105,191974,191737,191380,190965,190668,190332,190300,190217,190253,190083,189966,189671,189349,189056,188801,188718,188696,188760,188806,188788,188615,188438,188324,188284,188265,188244,188377,188352,188272,188093,187898,187782,187775,187803,187768,187830,187899,188112,188248,188578,188892,189230,189658,190203,190852,191603,192441,193241,194043,194721,195345,195879,196401,196969,197415,197786,198046,198351,198564,198775,198961,199209,199547,199877,200268,200731,201262,201869,202399,202783,203144,203573,204122,204595,205093,205649,206218,206641,206996,207347,207816,208370,209007,209569,210115,210671,211191,211647,212198,212901,213710,214456,215281,215983,216621,217119,217653,218335,219108,220051,220816,221519,222022,222658,223140,223651,224098,224669,225379,225848,226331,226523,227068,227655,228574,229434,230459,231629,232993,234480,235991,237777,239687,241943,244191
6,31,Arkansas,AR,137512,137521,137626,137772,137940,138105,138331,138608,138854,139144,139377,139696,140115,140725,141271,141813,142235,142553,142702,142874,143220,143555,144079,144476,144921,145064,145217,145206,145439,145910,146586,147166,147569,147941,148142,148340,148227,148257,148252,148580,148882,149217,149543,149797,150016,150161,150342,150646,151027,151615,152194,152842,153227,153533,153754,154214,154780,155437,156267,157131,158173,158744,159277,159552,160088,160596,161130,161549,161896,162109,162253,162366,162633,163054,163513,163913,164343,164830,165380,165844,166333,166962,167607,168261,168535,168912,169268,169882,170524,171139,171773,172430,173182,173936,174685,175425,176296,177221,178204,179182,180031,180954,181829,182877,183870,184841,185745,186716,187916,189149,190412,191545,192711,193855,195047,196120,197221,198440,199786,200990,201942,202792,203660,204487,205413,206269,207089,207737,208353,208681,208924,209107,209334,209447,209390,209401,209290,209256,209131,209242,209200,209220,209029,208909,208711,208647,208607,208514,208149,207524,206958,206293,205799,205245,204751,204109,203321,202410,201440,200517,199840,199422,199082,198626,198182,197741,197598,197569,197789,197899,197963,197955,198049,197946,197537,197115,196451,195913,195164,194560,193883,193399,193015,192594,191953,191509,191423,191495,191638,191788,191923,191945,191952,192011,192318,192789,193478,193992,194297,194493,194843,195162,195621,196159,196747,197164,197201,197184,197168,197355,197660,198023,198300,198474,198443,198274,198192,198364,198816,199260,199628,199819,199901,200000,200188,200590,201048,201630,202128,202492,202672,202852,202997,203325,203718,204229,204714,205124,205627,206017,206479,206984,207609,208277,208970,209657,210242,210724,211207,211755,212367,213038,213698,214210,214816,215274,215870,216379,217215,218072,218859,219484,220082,220725,221406,222273,223063,223970,224730,225425,225947,226347,226905,227524,228261,229079,229840,230518,231043,231687,232345,233044,233609,234317,235066,235839,236269,236732,237230,237960,238650,239643,240385,241337,242209,243559,244985,246591,248634,250839,253296,255853,258832,261801,265346
23,32,Kansas,KS,149286,149540,149802,150102,150271,150522,150818,151263,151649,152222,152759,153286,153852,154438,154980,155797,156816,157650,158433,159034,159767,160212,160662,161224,161861,162302,162652,162820,163137,163659,164285,164916,165531,166252,167071,167764,168221,168835,169508,170464,171171,171876,172465,173112,173745,174336,175001,175707,176623,177344,178115,178617,179304,179915,180662,181438,182229,183079,183822,184608,185511,186427,187285,188087,189016,189927,190657,191352,192015,192733,193270,193864,194364,194891,195496,196239,196546,196791,196898,197106,197076,197057,197652,198221,198781,199188,199231,198863,198835,199269,200329,201142,201785,202338,202569,203032,203306,203769,204600,205899,207075,208085,208620,209285,210449,212042,213656,214461,215256,215924,216779,217376,218236,218717,219340,219775,220609,220677,220614,221145,222189,223409,223922,224470,224534,224825,225209,226027,226483,227129,227913,228700,229264,229618,230209,230759,231489,232094,232622,232855,233046,233361,233715,233911,233998,233940,233905,233802,233805,233818,233736,233819,233685,233494,232885,232380,231775,231582,231417,231475,231211,231057,231018,231129,231283,231419,231673,231810,231835,231482,231481,231386,231456,231215,230600,229605,228599,227986,227425,226860,226202,225726,224640,223534,222740,222307,222172,221949,221900,221268,220685,220055,220140,220390,220903,221203,221077,221038,220970,221258,221301,221606,222000,222666,222944,223006,223559,224326,225349,225708,226051,226308,226840,227533,228268,228944,229474,229979,229692,229560,229417,230077,230894,231668,232353,232762,233199,233556,234216,234863,235983,236957,238028,238942,239745,240590,241265,242209,242934,243665,244032,244775,245539,246565,247631,248820,249968,250945,251901,252775,253681,254489,255548,256543,257705,258762,259632,260091,260742,261554,262720,263867,265237,266722,268236,269571,270723,271740,272913,274056,274905,275682,276542,277345,278336,279301,280380,281161,281886,282555,283151,283976,284890,285829,286583,287306,287691,288346,289049,290024,291138,292587,294165,295493,296978,298877,300996,303395,306162,308965,311941,315197,318723,322389,326334
55,33,Utah,UT,263133,263383,263984,264970,266277,267280,268251,268956,269707,270388,271300,272194,273084,273815,274235,274653,275093,275874,276690,277528,278224,279016,279281,279563,279909,280895,281866,282652,282733,282846,282864,283050,283322,283487,283931,284177,284160,283994,283980,284294,283899,283497,283060,283616,284027,284505,284872,285491,286271,286999,287668,288299,290737,292780,294872,295162,295778,296406,297281,298250,299130,299724,300029,300264,299859,299707,299512,300157,300812,301537,301858,301867,301864,301826,302190,302465,302504,302364,302309,302282,302031,301544,301394,301327,301358,301400,301260,301187,301357,301705,301923,302000,302181,302542,302991,303584,304288,305102,305909,306633,307110,307514,307809,308125,308391,308760,309033,309366,309830,310708,311763,313043,314405,315653,316886,318396,320448,322984,325845,328876,331748,334817,338195,342259,346454,351392,357178,363261,369100,374223,378928,383215,388028,392693,397589,401755,406094,410412,414104,417447,419364,420969,422182,423656,424472,424033,422226,419162,415707,411579,407489,403090,399672,396285,392860,388814,384118,379853,375540,372202,368544,365439,362549,359968,357196,354694,352906,351538,350411,349263,348183,347223,346168,344563,342134,339117,336990,334968,332621,329462,326774,324242,322540,320445,318778,317078,316389,316479,315554,314488,313451,313830,314195,314991,315435,316428,317950,319590,321074,322276,324586,327328,330468,333654,336782,339942,343005,346861,350135,354119,357776,361410,364442,366895,368931,370064,371130,372085,373384,373495,373760,373641,373516,373618,373452,374358,375601,377053,378829,380493,382568,384838,386855,388705,390816,393600,396773,399317,401149,403072,405212,407448,409177,410921,413483,416336,419346,421273,423792,426337,429868,433245,436270,438966,442017,445418,448725,452138,455234,458858,461538,464453,467103,470407,473188,476807,480334,484693,488584,492075,495706,498728,502162,505700,509563,512971,516880,520196,523438,525143,526282,527873,529558,531907,533890,534835,536110,537053,540937,543987,548552,552047,555655,558688,562203,567701,574198,582325,591116,601456,610464,621640,633047,647609,664377
