Zipcode,State,CountyName,CityName,ForecastedDate,ForecastYoYPctChange
15321,PA,Washington County,Cecil,5/31/2022,6
15322,PA,Greene County,Jefferson Township,5/31/2022,6.5
15323,PA,Washington County,Donegal Township,5/31/2022,4.8
15327,PA,Greene County,Dunkard Township,5/31/2022,6.7
15329,PA,Washington County,Morris Township,5/31/2022,3
15330,PA,Washington County,Nottingham Township,5/31/2022,6.4
15331,PA,Washington County,Ellsworth,5/31/2022,6.1
15332,PA,Washington County,Union Township,5/31/2022,6.9
15333,PA,Washington County,Deemston,5/31/2022,6.2
15336,PA,Washington County,Gastonville,5/31/2022,8.5
15338,PA,Greene County,Monongahela Township,5/31/2022,2.5
15340,PA,Washington County,Mt Pleasant Township,5/31/2022,7.4
15342,PA,Washington County,McGovern,5/31/2022,6.1
15344,PA,Greene County,Jefferson Township,5/31/2022,4.5
15345,PA,Washington County,West Bethlehem Township,5/31/2022,7.8
15346,PA,Greene County,Morgan Township,5/31/2022,11.2
15347,PA,Washington County,Chartiers Township,5/31/2022,6.3
15348,PA,Washington County,Millsboro,5/31/2022,6.7
15349,PA,Greene County,Perry Township,5/31/2022,5.7
15357,PA,Greene County,Jefferson Township,5/31/2022,3.1
15358,PA,Washington County,Centerville,5/31/2022,5.2
15360,PA,Washington County,North Bethlehem Township,5/31/2022,6.7
15361,PA,Washington County,Mc Donald,5/31/2022,5.9
15362,PA,Greene County,Wayne Township,5/31/2022,3.6
15363,PA,Washington County,North Strabane Township,5/31/2022,6.6
15365,PA,Washington County,Blaine Township,5/31/2022,6.1
15366,PA,Washington County,Fallowfield Township,5/31/2022,1.3
15367,PA,Washington County,Peters Township,5/31/2022,6.2
15368,PA,Washington County,East Bethlehem Township,5/31/2022,12.3
15370,PA,Greene County,Franklin Township,5/31/2022,3.3
15376,PA,Washington County,Donegal Township,5/31/2022,5.8
15377,PA,Washington County,West Finley Township,5/31/2022,3.5
15378,PA,Washington County,Mt Pleasant Township,5/31/2022,2.9
15379,PA,Washington County,West Middletown,5/31/2022,6.2
15380,PA,Greene County,Richhill Township,5/31/2022,12.6
15401,PA,Fayette County,Uniontown,5/31/2022,5.9
15410,PA,Fayette County,German Township,5/31/2022,0.2
15411,PA,Somerset County,Addison Township,5/31/2022,5.7
15412,PA,Washington County,Allenport,5/31/2022,5.6
15413,PA,Fayette County,Luzerne Township,5/31/2022,10
15416,PA,Fayette County,South Union Township,5/31/2022,6.2
15417,PA,Fayette County,Brownsville Township,5/31/2022,5.7
15419,PA,Washington County,California,5/31/2022,6.3
15420,PA,Fayette County,Redstone Township,5/31/2022,2.4
15421,PA,Fayette County,Wharton Township,5/31/2022,5.2
15422,PA,Fayette County,Redstone Township,5/31/2022,9.4
15423,PA,Washington County,Long Branch,5/31/2022,6.3
15424,PA,Fayette County,Henry Clay Township,5/31/2022,4.9
15425,PA,Fayette County,Connellsville Township,5/31/2022,6.1
15427,PA,Washington County,West Pike Run Township,5/31/2022,6.3
15428,PA,Fayette County,Lower Tyrone Township,5/31/2022,5.9
15430,PA,Fayette County,Dunbar Township,5/31/2022,7.7
15431,PA,Fayette County,Dunbar Township,5/31/2022,5.4
15432,PA,Washington County,Dunlevy,5/31/2022,6.3
15433,PA,Fayette County,Luzerne Township,5/31/2022,3.2
15434,PA,Washington County,Elco,5/31/2022,7.1
15435,PA,Fayette County,Redstone Township,5/31/2022,5.5
15436,PA,Fayette County,Fairchance,5/31/2022,7.7
15437,PA,Fayette County,Wharton Township,5/31/2022,4.6
15438,PA,Fayette County,Washington Township,5/31/2022,3.3
15440,PA,Fayette County,Wharton Township,5/31/2022,5
15442,PA,Fayette County,Redstone Township,5/31/2022,3.3
15443,PA,Fayette County,German Township,5/31/2022,1.6
15444,PA,Fayette County,Hiller,5/31/2022,0.3
15445,PA,Fayette County,Hopwood,5/31/2022,5.5
15446,PA,Fayette County,Saltlick Township,5/31/2022,4.8
15447,PA,Fayette County,Luzerne Township,5/31/2022,8.2
15448,PA,Westmoreland County,South Huntingdon Township,5/31/2022,4.6
15449,PA,Fayette County,Menallen Township,5/31/2022,9.2
15450,PA,Fayette County,Luzerne Township,5/31/2022,3.4
15451,PA,Fayette County,Springhill Township,5/31/2022,4.6
15454,PA,Fayette County,German Township,5/31/2022,6.5
15455,PA,Fayette County,Dunbar Township,5/31/2022,9
15456,PA,Fayette County,North Union Township,5/31/2022,5.8
15458,PA,Fayette County,German Township,5/31/2022,3.2
15459,PA,Fayette County,Henry Clay Township,5/31/2022,6.4
15460,PA,Fayette County,Nicholson Township,5/31/2022,0.3
15461,PA,Fayette County,Masontown,5/31/2022,4.1
15462,PA,Fayette County,Saltlick Township,5/31/2022,8
15463,PA,Fayette County,Luzerne Township,5/31/2022,6.1
15464,PA,Fayette County,Springfield Township,5/31/2022,4.6
15465,PA,Fayette County,North Union Township,5/31/2022,3.3
15466,PA,Fayette County,Newell,5/31/2022,6.9
15467,PA,Fayette County,Nicholson Township,5/31/2022,-2.2
15468,PA,Fayette County,Redstone Township,5/31/2022,4.8
15469,PA,Fayette County,Springfield Township,5/31/2022,4.4
15470,PA,Fayette County,Wharton Township,5/31/2022,5.3
15472,PA,Fayette County,Oliver,5/31/2022,9.9
15473,PA,Fayette County,Perryopolis,5/31/2022,4.5
15474,PA,Fayette County,Springhill Township,5/31/2022,4.6
15475,PA,Fayette County,Republic,5/31/2022,0.7
15477,PA,Washington County,Roscoe,5/31/2022,6.8
15478,PA,Fayette County,Georges Township,5/31/2022,4.5
15479,PA,Westmoreland County,South Huntingdon Township,5/31/2022,6.2
15480,PA,Fayette County,Menallen Township,5/31/2022,3.9
15482,PA,Fayette County,Perry Township,5/31/2022,7.1
15483,PA,Washington County,Stockdale,5/31/2022,6.8
15484,PA,Fayette County,South Union Township,5/31/2022,5
15486,PA,Fayette County,Franklin Township,5/31/2022,3.8
15488,PA,Fayette County,Menallen Township,5/31/2022,2.1
15489,PA,Fayette County,North Union Township,5/31/2022,6
15490,PA,Fayette County,Saltlick Township,5/31/2022,5.8
15492,PA,Fayette County,Perry Township,5/31/2022,11.3
15501,PA,Somerset County,Somerset Township,5/31/2022,5.1
15502,PA,Somerset County,Hidden Valley,5/31/2022,6.1
15520,PA,Somerset County,Jenner Township,5/31/2022,5.3
15521,PA,Bedford County,West St Clair Township,5/31/2022,5.3
15522,PA,Bedford County,Bedford Township,5/31/2022,4.8
15530,PA,Somerset County,Brothersvalley Township,5/31/2022,5.2
15531,PA,Somerset County,Jenner Township,5/31/2022,5.3
15532,PA,Somerset County,Elk Lick Township,5/31/2022,5.1
15533,PA,Bedford County,East Providence Township,5/31/2022,5.2
15534,PA,Bedford County,Londonderry Township,5/31/2022,4.8
15535,PA,Bedford County,Monroe Township,5/31/2022,5.3
15536,PA,Fulton County,Brush Creek Township,5/31/2022,5.8
15537,PA,Bedford County,Everett,5/31/2022,4.9
15538,PA,Somerset County,Allegheny Township,5/31/2022,5.7
15539,PA,Bedford County,East St Clair Township,5/31/2022,4.9
15540,PA,Somerset County,Addison Township,5/31/2022,4.7
15541,PA,Somerset County,Friedens,5/31/2022,5.3
15542,PA,Somerset County,Garrett,5/31/2022,5.1
15544,PA,Somerset County,Jenner Township,5/31/2022,4.5
15545,PA,Bedford County,Londonderry Township,5/31/2022,4.5
15546,PA,Somerset County,Jenner Township,5/31/2022,5.3
15547,PA,Somerset County,Jennerstown,5/31/2022,5.6
15548,PA,Somerset County,Quemahoning Township,5/31/2022,6.4
15550,PA,Bedford County,Harrison Township,5/31/2022,5
15551,PA,Somerset County,Upper Turkeyfoot Township,5/31/2022,5
15552,PA,Somerset County,Meyersdale,5/31/2022,5.5
15553,PA,Somerset County,New Baltimore,5/31/2022,7
15554,PA,Bedford County,East St Clair Township,5/31/2022,5.1
15555,PA,Somerset County,Lincoln Township,5/31/2022,3.4
15557,PA,Somerset County,Middlecreek Township,5/31/2022,5.1
15558,PA,Somerset County,Elk Lick Township,5/31/2022,5.3
15559,PA,Bedford County,Napier Township,5/31/2022,5
15560,PA,Somerset County,Stonycreek Township,5/31/2022,5.8
15561,PA,Somerset County,Lincoln Township,5/31/2022,5
15562,PA,Somerset County,Elk Lick Township,5/31/2022,5.4
15563,PA,Somerset County,Quemahoning Township,5/31/2022,5.2
15564,PA,Somerset County,Wellersburg,5/31/2022,6.3
15565,PA,Somerset County,Elk Lick Township,5/31/2022,5.8
15601,PA,Westmoreland County,Greensburg,5/31/2022,6.3
15610,PA,Fayette County,Bullskin Township,5/31/2022,5
15611,PA,Westmoreland County,Hempfield Township,5/31/2022,6.3
15612,PA,Westmoreland County,East Huntingdon Township,5/31/2022,6
15613,PA,Westmoreland County,Washington Township,5/31/2022,5.9
15615,PA,Westmoreland County,North Huntingdon Township,5/31/2022,7.1
15616,PA,Westmoreland County,Greensburg,5/31/2022,-2.9
15617,PA,Westmoreland County,Arona,5/31/2022,3.7
15618,PA,Westmoreland County,Avonmore,5/31/2022,5.9
15619,PA,Westmoreland County,Greensburg,5/31/2022,5.9
15620,PA,Westmoreland County,Derry Township,5/31/2022,6.1
15622,PA,Somerset County,Middlecreek Township,5/31/2022,5
15623,PA,Westmoreland County,Penn Township,5/31/2022,6.1
15624,PA,Westmoreland County,Crabtree,5/31/2022,5.3
15625,PA,Westmoreland County,Hempfield Township,5/31/2022,6.9
15626,PA,Westmoreland County,Delmont,5/31/2022,6
15627,PA,Westmoreland County,Derry Township,5/31/2022,6.8
15628,PA,Westmoreland County,Donegal Township,5/31/2022,5.5
15629,PA,Westmoreland County,East Vandergrift,5/31/2022,6.8
15631,PA,Fayette County,Everson,5/31/2022,3.4
15632,PA,Westmoreland County,Murrysville,5/31/2022,5.9
15633,PA,Westmoreland County,Greensburg,5/31/2022,14.9
15634,PA,Westmoreland County,Grapeville,5/31/2022,7.2
15635,PA,Westmoreland County,Greensburg,5/31/2022,7.3
15636,PA,Westmoreland County,Penn Township,5/31/2022,6.2
15637,PA,Westmoreland County,Herminie,5/31/2022,6.2
15639,PA,Westmoreland County,Hempfield Township,5/31/2022,5.6
15640,PA,Washington County,Washington,5/31/2022,5.4
15641,PA,Westmoreland County,Hyde Park,5/31/2022,7.5
15642,PA,Westmoreland County,North Huntingdon Township,5/31/2022,5.7
15644,PA,Westmoreland County,Jeannette,5/31/2022,6.3
15646,PA,Westmoreland County,Donegal Township,5/31/2022,6.3
15647,PA,Westmoreland County,North Huntingdon Township,5/31/2022,8.5
15650,PA,Westmoreland County,Unity Township,5/31/2022,6.2
15655,PA,Westmoreland County,Ligonier Township,5/31/2022,5.8
15656,PA,Westmoreland County,Allegheny Township,5/31/2022,5.9
15658,PA,Westmoreland County,Ligonier Township,5/31/2022,6.3
15660,PA,Westmoreland County,Irwin,5/31/2022,5.1
15661,PA,Westmoreland County,Mcchesneytown-Loyalhanna,5/31/2022,6.2
15663,PA,Westmoreland County,Madison,5/31/2022,6.5
15665,PA,Westmoreland County,Manor,5/31/2022,5.7
15666,PA,Westmoreland County,Mt Pleasant Township,5/31/2022,5.5
15668,PA,Westmoreland County,Murrysville,5/31/2022,6.3
15670,PA,Westmoreland County,Salem Township,5/31/2022,6
15671,PA,Westmoreland County,Derry Township,5/31/2022,6.1
15672,PA,Westmoreland County,New Stanton,5/31/2022,5.6
15673,PA,Armstrong County,North Apollo,5/31/2022,5.6
15674,PA,Westmoreland County,Calumet-Norvelt,5/31/2022,5
15675,PA,Westmoreland County,Penn Township,5/31/2022,6.7
15676,PA,Westmoreland County,Unity Township,5/31/2022,4.7
15677,PA,Westmoreland County,Ligonier Township,5/31/2022,5.7
15678,PA,Westmoreland County,Irwin,5/31/2022,6.1
15679,PA,Westmoreland County,South Huntingdon Township,5/31/2022,5.9
15680,PA,Westmoreland County,Bell Township,5/31/2022,7.5
15681,PA,Westmoreland County,Loyalhanna Township,5/31/2022,5.7
15682,PA,Armstrong County,Gilpin Township,5/31/2022,5.9
15683,PA,Westmoreland County,Scottdale,5/31/2022,5.7
15684,PA,Westmoreland County,Slickville,5/31/2022,5.9
15685,PA,Westmoreland County,Mt Pleasant Township,5/31/2022,4.6
15686,PA,Armstrong County,Kiskiminetas Township,5/31/2022,5.4
15687,PA,Westmoreland County,Donegal Township,5/31/2022,5.7
15688,PA,Westmoreland County,East Huntingdon Township,5/31/2022,4.1
15690,PA,Westmoreland County,Vandergrift,5/31/2022,6.1
15691,PA,Westmoreland County,Hempfield Township,5/31/2022,4.4
15692,PA,Westmoreland County,North Huntingdon Township,5/31/2022,5.6
15695,PA,Westmoreland County,South Huntingdon Township,5/31/2022,4.4
15696,PA,Westmoreland County,Youngstown,5/31/2022,4
15697,PA,Westmoreland County,Youngwood,5/31/2022,7
15698,PA,Westmoreland County,South Huntingdon Township,5/31/2022,4.2
15701,PA,Indiana County,White Township,5/31/2022,5.3
15710,PA,Indiana County,Heilwood,5/31/2022,4.2
15711,PA,Jefferson County,Mccalmont Township,5/31/2022,5.7
15712,PA,Indiana County,Montgomery Township,5/31/2022,6.6
15713,PA,Indiana County,Center Township,5/31/2022,4
15714,PA,Cambria County,Northern Cambria,5/31/2022,4.5
15715,PA,Jefferson County,Big Run,5/31/2022,5.1
15716,PA,Indiana County,Burrell Township,5/31/2022,6.8
15717,PA,Indiana County,Blairsville,5/31/2022,5.6
15720,PA,Indiana County,Brush Valley Township,5/31/2022,4.4
15722,PA,Cambria County,Carrolltown,5/31/2022,3.5
15723,PA,Indiana County,Rayne Township,5/31/2022,4.9
15724,PA,Indiana County,Montgomery Township,5/31/2022,5.8
15725,PA,Indiana County,Conemaugh Township,5/31/2022,6.2
15727,PA,Indiana County,Jacksonville,5/31/2022,3.2
15728,PA,Indiana County,Clymer,5/31/2022,6.5
15729,PA,Indiana County,Green Township,5/31/2022,6.1
15730,PA,Jefferson County,Oliver Township,5/31/2022,4.5
15731,PA,Indiana County,Center Township,5/31/2022,5.5
15732,PA,Indiana County,Washington Township,5/31/2022,5
15733,PA,Jefferson County,Young Township,5/31/2022,4.3
15734,PA,Indiana County,Dicksonville,5/31/2022,5.3
15736,PA,Armstrong County,Elderton,5/31/2022,5.9
15739,PA,Indiana County,Ernest,5/31/2022,5.5
15741,PA,Indiana County,Montgomery Township,5/31/2022,5.7
15742,PA,Indiana County,Banks Township,5/31/2022,5.6
15744,PA,Jefferson County,Perry Township,5/31/2022,4.9
15745,PA,Indiana County,Heilwood,5/31/2022,4.4
15746,PA,Indiana County,Montgomery Township,5/31/2022,5.1
15747,PA,Indiana County,South Mahoning Township,5/31/2022,5.4
15748,PA,Indiana County,Center Township,5/31/2022,5.8
15750,PA,Indiana County,Burrell Township,5/31/2022,4.4
15752,PA,Indiana County,Jacksonville,5/31/2022,4.4
15754,PA,Indiana County,Lucernemines,5/31/2022,4.5
15756,PA,Indiana County,Jacksonville,5/31/2022,4.4
15757,PA,Clearfield County,Bell Township,5/31/2022,4.7
15758,PA,Indiana County,North Mahoning Township,5/31/2022,4
15759,PA,Indiana County,East Mahoning Township,5/31/2022,5.4
15761,PA,Indiana County,Heilwood,5/31/2022,5.3
15762,PA,Cambria County,Barr Township,5/31/2022,6.8
15763,PA,Indiana County,West Mahoning Township,5/31/2022,3.8
15764,PA,Jefferson County,Oliver Township,5/31/2022,5
15765,PA,Indiana County,Cherryhill Township,5/31/2022,5.2
15767,PA,Jefferson County,Punxsutawney,5/31/2022,5.1
15770,PA,Jefferson County,Ringgold Township,5/31/2022,5.4
15771,PA,Indiana County,North Mahoning Township,5/31/2022,7
15772,PA,Indiana County,Canoe Township,5/31/2022,6.1
15774,PA,Indiana County,Armstrong Township,5/31/2022,5.3
15776,PA,Jefferson County,Oliver Township,5/31/2022,4.2
15777,PA,Indiana County,Green Township,5/31/2022,5.7
15778,PA,Jefferson County,Timblin,5/31/2022,6.8
15779,PA,Westmoreland County,Derry Township,5/31/2022,7.7
15780,PA,Jefferson County,Perry Township,5/31/2022,4.2
15781,PA,Jefferson County,Young Township,5/31/2022,5.2
15783,PA,Indiana County,Young Township,5/31/2022,5
15784,PA,Jefferson County,Worthville,5/31/2022,4.6
15801,PA,Clearfield County,Boggs Township,5/31/2022,5.1
15821,PA,Elk County,Benezett,5/31/2022,2.9
15823,PA,Elk County,Horton Township,5/31/2022,5.6
15824,PA,Jefferson County,Snyder Township,5/31/2022,5.3
15825,PA,Jefferson County,Brookville,5/31/2022,4.5
15827,PA,Elk County,Jay Township,5/31/2022,5.4
15828,PA,Jefferson County,Barnett Township,5/31/2022,5.7
15829,PA,Jefferson County,Corsica,5/31/2022,5.1
15834,PA,Cameron County,Emporium,5/31/2022,2.2
15840,PA,Jefferson County,Falls Creek,5/31/2022,5.3
15845,PA,Elk County,Johnsonburg,5/31/2022,6.5
15846,PA,Elk County,Fox Township,5/31/2022,6.4
15847,PA,Jefferson County,Knox Township,5/31/2022,4.5
15848,PA,Clearfield County,Brady Township,5/31/2022,6.4
15849,PA,Clearfield County,Huston Township,5/31/2022,5.7
15851,PA,Jefferson County,Winslow Township,5/31/2022,4.5
15853,PA,Elk County,Ridgway Township,5/31/2022,5.8
15856,PA,Clearfield County,Union Township,5/31/2022,4.8
15857,PA,Elk County,Saint Marys,5/31/2022,5.8
15860,PA,Jefferson County,Eldred Township,5/31/2022,5.4
15863,PA,Jefferson County,Henderson Township,5/31/2022,4
15864,PA,Jefferson County,Summerville,5/31/2022,5.4
15865,PA,Jefferson County,Sykesville,5/31/2022,4.5
15868,PA,Elk County,Jay Township,5/31/2022,5.9
15870,PA,Elk County,Jones Township,5/31/2022,5.9
15901,PA,Cambria County,Johnstown,5/31/2022,7.6
15902,PA,Cambria County,Johnstown,5/31/2022,5.9
15904,PA,Cambria County,Richland Township,5/31/2022,5.3
15905,PA,Cambria County,Upper Yoder Township,5/31/2022,5.3
15906,PA,Cambria County,Johnstown,5/31/2022,7.2
15909,PA,Cambria County,East Taylor Township,5/31/2022,6.1
15920,PA,Indiana County,East Wheatfield Township,5/31/2022,5
15921,PA,Cambria County,Beaverdale-Lloydell,5/31/2022,6.5
15923,PA,Westmoreland County,Fairfield Township,5/31/2022,6.4
15924,PA,Somerset County,Shade Township,5/31/2022,6.2
15926,PA,Somerset County,Central City,5/31/2022,5.7
15927,PA,Cambria County,Colver,5/31/2022,4.9
15928,PA,Somerset County,Davidsville,5/31/2022,5
15929,PA,Indiana County,Buffington Township,5/31/2022,4.5
15931,PA,Cambria County,Cambria Township,5/31/2022,5.2
15934,PA,Cambria County,Adams Township,5/31/2022,4.7
15935,PA,Somerset County,Conemaugh Township,5/31/2022,5.4
15936,PA,Somerset County,Hooversville,5/31/2022,5
15937,PA,Somerset County,Jerome,5/31/2022,5.7
15938,PA,Cambria County,Washington Township,5/31/2022,4.9
15940,PA,Cambria County,Allegheny Township,5/31/2022,4.8
15942,PA,Cambria County,Jackson Township,5/31/2022,6.9
15943,PA,Cambria County,Nanty-Glo,5/31/2022,6.8
15944,PA,Indiana County,West Wheatfield Township,5/31/2022,5.2
15945,PA,Cambria County,East Taylor Township,5/31/2022,6.2
15946,PA,Cambria County,Portage Township,5/31/2022,5.7
15948,PA,Cambria County,Cambria Township,5/31/2022,7
15949,PA,Indiana County,West Wheatfield Township,5/31/2022,5.3
15951,PA,Cambria County,St. Michael-Sidman,5/31/2022,8.7
15952,PA,Cambria County,Adams Township,5/31/2022,3
15953,PA,Somerset County,Paint Township,5/31/2022,5.1
15954,PA,Indiana County,East Wheatfield Township,5/31/2022,5.2
15955,PA,Cambria County,Croyle Township,5/31/2022,5.4
15956,PA,Cambria County,South Fork,5/31/2022,5.6
15957,PA,Indiana County,Pine Township,5/31/2022,4.6
15958,PA,Cambria County,Summerhill Township,5/31/2022,4.3
15959,PA,Somerset County,Conemaugh Township,5/31/2022,7.1
15961,PA,Cambria County,Vintondale,5/31/2022,5
15962,PA,Cambria County,Wilmore,5/31/2022,10.4
15963,PA,Somerset County,Windber,5/31/2022,5.4
16001,PA,Butler County,Butler Township,5/31/2022,6.5
16002,PA,Butler County,Summit Township,5/31/2022,6.8
16020,PA,Butler County,Venango Township,5/31/2022,7.7
16022,PA,Butler County,Parker Township,5/31/2022,9.9
16023,PA,Butler County,Winfield Township,5/31/2022,6.9
16025,PA,Butler County,Donegal Township,5/31/2022,6.3
16027,PA,Butler County,Connoquenessing Township,5/31/2022,10
16028,PA,Clarion County,East Brady,5/31/2022,5
16029,PA,Butler County,East Butler,5/31/2022,10.9
16033,PA,Butler County,Forward Township,5/31/2022,6.6
16034,PA,Butler County,Clearfield Township,5/31/2022,8.6
16036,PA,Clarion County,Richland Township,5/31/2022,5
16037,PA,Butler County,Lancaster Township,5/31/2022,6.3
16038,PA,Butler County,Marion Township,5/31/2022,5.1
16040,PA,Butler County,Washington Township,5/31/2022,10.5
16041,PA,Butler County,Fairview Township,5/31/2022,5.8
16045,PA,Butler County,Butler Township,5/31/2022,7.9
16046,PA,Butler County,Mars,5/31/2022,6.4
16049,PA,Clarion County,Perry Township,5/31/2022,5.3
16050,PA,Butler County,Washington Township,5/31/2022,10.7
16051,PA,Butler County,Muddy Creek Township,5/31/2022,5.7
16052,PA,Butler County,Prospect,5/31/2022,6.2
16053,PA,Butler County,Forward Township,5/31/2022,6.2
16054,PA,Clarion County,Saint Petersburg,5/31/2022,4.4
16055,PA,Butler County,Buffalo Township,5/31/2022,6.8
16056,PA,Butler County,Clinton Township,5/31/2022,6.7
16057,PA,Butler County,Slippery Rock Township,5/31/2022,6.2
16059,PA,Butler County,Middlesex Township,5/31/2022,6.5
16061,PA,Butler County,Clay Township,5/31/2022,6.8
16063,PA,Butler County,Zelienople,5/31/2022,5.8
16066,PA,Butler County,Cranberry Township,5/31/2022,6.3
16101,PA,Lawrence County,New Castle,5/31/2022,6.7
16102,PA,Lawrence County,New Castle,5/31/2022,6.1
16105,PA,Lawrence County,Neshannock Township,5/31/2022,5.7
16110,PA,Crawford County,West Fallowfield Township,5/31/2022,6.7
16111,PA,Crawford County,East Fallowfield Township,5/31/2022,4.8
16112,PA,Lawrence County,Bessemer,5/31/2022,5.6
16115,PA,Beaver County,Darlington Township,5/31/2022,7.5
16116,PA,Lawrence County,Mahoning Township,5/31/2022,5.7
16117,PA,Lawrence County,Ellwood City,5/31/2022,6.5
16120,PA,Lawrence County,Little Beaver Township,5/31/2022,5.5
16121,PA,Mercer County,Farrell,5/31/2022,2
16123,PA,Beaver County,Franklin Township,5/31/2022,4.8
16124,PA,Mercer County,Delaware Township,5/31/2022,3.6
16125,PA,Mercer County,Greenville,5/31/2022,6.4
16127,PA,Mercer County,Pine Township,5/31/2022,5.5
16130,PA,Mercer County,Perry Township,5/31/2022,6.6
16131,PA,Crawford County,East Fallowfield Township,5/31/2022,5.6
16132,PA,Lawrence County,Mahoning Township,5/31/2022,6.4
16133,PA,Mercer County,Jackson Township,5/31/2022,5.8
16134,PA,Crawford County,Pymatuning Central,5/31/2022,5.3
16136,PA,Beaver County,Koppel,5/31/2022,8.1
16137,PA,Mercer County,Coolspring Township,5/31/2022,5.6
16140,PA,Lawrence County,Pulaski Township,5/31/2022,5.9
16141,PA,Lawrence County,New Beaver,5/31/2022,7
16142,PA,Lawrence County,Wilmington Township,5/31/2022,5.9
16145,PA,Mercer County,Sandy Lake Township,5/31/2022,7.4
16146,PA,Mercer County,Sharon,5/31/2022,6.4
16148,PA,Mercer County,Hermitage,5/31/2022,6.2
16150,PA,Mercer County,Sharpsville,5/31/2022,7.1
16153,PA,Mercer County,Stoneboro,5/31/2022,5
16154,PA,Mercer County,Pymatuning Township,5/31/2022,8.2
16156,PA,Lawrence County,Washington Township,5/31/2022,5.9
16157,PA,Lawrence County,New Beaver,5/31/2022,5.6
16160,PA,Lawrence County,Taylor Township,5/31/2022,6.4
16161,PA,Mercer County,Wheatland,5/31/2022,4.2
16201,PA,Armstrong County,Kittanning Township,5/31/2022,5.8
16210,PA,Armstrong County,Washington Township,5/31/2022,6
16211,PA,Indiana County,South Mahoning Township,5/31/2022,4.9
16212,PA,Armstrong County,Cadogan Township,5/31/2022,6
16213,PA,Clarion County,Callensburg,5/31/2022,4.8
16214,PA,Clarion County,Clarion Township,5/31/2022,5.1
16217,PA,Forest County,Barnett Township,5/31/2022,6.9
16218,PA,Armstrong County,Sugarcreek Township,5/31/2022,5.7
16220,PA,Clarion County,Farmington Township,5/31/2022,5.1
16222,PA,Armstrong County,Wayne Township,5/31/2022,5.3
16223,PA,Armstrong County,Mahoning Township,5/31/2022,5.5
16224,PA,Clarion County,Redbank Township,5/31/2022,5.7
16226,PA,Armstrong County,Ford City,5/31/2022,5.6
16228,PA,Armstrong County,Ford Cliff,5/31/2022,5.8
16229,PA,Armstrong County,South Buffalo Township,5/31/2022,5.6
16230,PA,Clarion County,Hawthorn,5/31/2022,3.6
16232,PA,Clarion County,Beaver Township,5/31/2022,5.2
16233,PA,Clarion County,Farmington Township,5/31/2022,5.4
16234,PA,Clarion County,Limestone Township,5/31/2022,4.1
16235,PA,Clarion County,Knox Township,5/31/2022,5.7
16236,PA,Armstrong County,Manor Township,5/31/2022,6
16238,PA,Armstrong County,Manorville,5/31/2022,5.6
16239,PA,Forest County,Jenks Township,5/31/2022,5.4
16240,PA,Armstrong County,Redbank Township,5/31/2022,5.3
16242,PA,Armstrong County,Mahoning Township,5/31/2022,5.7
16244,PA,Armstrong County,Cowanshannock Township,5/31/2022,5.3
16245,PA,Armstrong County,Redbank Township,5/31/2022,6
16246,PA,Indiana County,Plumville,5/31/2022,4.6
16248,PA,Clarion County,Madison Township,5/31/2022,5.4
16249,PA,Armstrong County,Cowanshannock Township,5/31/2022,5.6
16250,PA,Armstrong County,Cowanshannock Township,5/31/2022,5.1
16253,PA,Armstrong County,Mahoning Township,5/31/2022,5.9
16254,PA,Clarion County,Paint Township,5/31/2022,5.2
16255,PA,Clarion County,Sligo,5/31/2022,5.6
16256,PA,Indiana County,West Mahoning Township,5/31/2022,5.1
16258,PA,Clarion County,Millcreek Township,5/31/2022,5.5
16259,PA,Armstrong County,Madison Township,5/31/2022,6
16260,PA,Clarion County,Farmington Township,5/31/2022,5.3
16262,PA,Armstrong County,West Franklin Township,5/31/2022,5.3
16263,PA,Armstrong County,Cowanshannock Township,5/31/2022,6
16301,PA,Venango County,Oil City,5/31/2022,5.1
16311,PA,Mercer County,French Creek Township,5/31/2022,6.8
16313,PA,Warren County,Mead Township,5/31/2022,2.9
16314,PA,Crawford County,Wayne Township,5/31/2022,5.6
16316,PA,Crawford County,Conneaut Lakeshore,5/31/2022,5.6
16317,PA,Venango County,Jackson Township,5/31/2022,5
16319,PA,Venango County,Cranberry Township,5/31/2022,5.4
16323,PA,Venango County,Franklin,5/31/2022,5.2
16326,PA,Clarion County,Washington Township,5/31/2022,5.2
16327,PA,Crawford County,Randolph Township,5/31/2022,5.3
16328,PA,Crawford County,Hydetown,5/31/2022,4.4
16329,PA,Warren County,Warren,5/31/2022,5.1
16331,PA,Clarion County,Ashland Township,5/31/2022,7
16332,PA,Clarion County,Washington Township,5/31/2022,5.9
16333,PA,McKean County,Hamilton Township,5/31/2022,6.4
16334,PA,Clarion County,Elk Township,5/31/2022,5.4
16335,PA,Crawford County,Meadville,5/31/2022,5.4
16340,PA,Warren County,Pittsfield Township,5/31/2022,4.5
16341,PA,Venango County,Pleasantville,5/31/2022,5.2
16342,PA,Venango County,Victory Township,5/31/2022,5.2
16343,PA,Venango County,Sugarcreek,5/31/2022,5.2
16344,PA,Venango County,Rouseville,5/31/2022,4.5
16345,PA,Warren County,Pine Grove Township,5/31/2022,5.5
16346,PA,Venango County,Cranberry Township,5/31/2022,4.9
16347,PA,Warren County,Sheffield Township,5/31/2022,2
16350,PA,Warren County,Sugar Grove Township,5/31/2022,5
16351,PA,Warren County,Limestone Township,5/31/2022,4.3
