RegionID,SizeRank,StateName,StateAbbrev,jan1996,feb1996,mar1996,april1996,may1996,june1996,july1996,aug1996,sep1996,oct1996,nov1996,dec1996,jan1997,feb1997,mar1997,april1997,may1997,june1997,july1997,aug1997,sep1997,oct1997,nov1997,dec1997,jan1998,feb1998,mar1998,april1998,may1998,june1998,july1998,aug1998,sep1998,oct1998,nov1998,dec1998,jan1999,feb1999,mar1999,april1999,may1999,june1999,july1999,aug1999,sep1999,oct1999,nov1999,dec1999,jan2000,feb2000,mar2000,april2000,may2000,june2000,july2000,aug2000,sep2000,oct2000,nov2000,dec2000,jan2001,feb2001,mar2001,april2001,may2001,june2001,july2001,aug2001,sep2001,oct2001,nov2001,dec2001,jan2002,feb2002,mar2002,april2002,may2002,june2002,july2002,aug2002,sep2002,oct2002,nov2002,dec2002,jan2003,feb2003,mar2003,april2003,may2003,june2003,july2003,aug2003,sep2003,oct2003,nov2003,dec2003,jan2004,feb2004,mar2004,april2004,may2004,june2004,july2004,aug2004,sep2004,oct2004,nov2004,dec2004,jan2005,feb2005,mar2005,april2005,may2005,june2005,july2005,aug2005,sep2005,oct2005,nov2005,dec2005,jan2006,feb2006,mar2006,april2006,may2006,june2006,july2006,aug2006,sep2006,oct2006,nov2006,dec2006,jan2007,feb2007,mar2007,april2007,may2007,june2007,july2007,aug2007,sep2007,oct2007,nov2007,dec2007,jan2008,feb2008,mar2008,april2008,may2008,june2008,july2008,aug2008,sep2008,oct2008,nov2008,dec2008,jan2009,feb2009,mar2009,april2009,may2009,june2009,july2009,aug2009,sep2009,oct2009,nov2009,dec2009,jan2010,feb2010,mar2010,april2010,may2010,june2010,july2010,aug2010,sep2010,oct2010,nov2010,dec2010,jan2011,feb2011,mar2011,april2011,may2011,june2011,july2011,aug2011,sep2011,oct2011,nov2011,dec2011,jan2012,feb2012,mar2012,april2012,may2012,june2012,july2012,aug2012,sep2012,oct2012,nov2012,dec2012,jan2013,feb2013,mar2013,april2013,may2013,june2013,july2013,aug2013,sep213,oct2013,nov2013,dec2013,jan2014,feb2014,mar2014,april2014,may2014,june2014,july2014,aug2014,sep2014,oct214,nov2014,dec2014,jan2015,feb2015,mar2015,april2015,may2015,june2015,july2015,aug2015,sep2015,oct2015,nov2015,dec2015,jan2016,feb2016,mar2016,april2016,may2016,june2016,july2016,aug2016,sep2016,oct2016,nov2016,dec2016,jan2017,feb2017,mar2017,april2017,may2017,june2017,july2017,aug2017,sep2017,oct2017,nov2017,dec2017,jan2018,feb2018,mar2018,april2018,may2018,june2018,july2018,aug2018,sep2018,oct2018,nov2018,dec2018,jan2019,feb2019,mar2019,april2019,may2019,june2019,july2019,aug2019,sep2019,oct2019,nov2019,dec2019,jan2020,feb2020,mar2020,april2020,may2020,june2020,july2020,aug2020,sep2020,oct2020,nov2020,dec2020,jan2021,feb2021,mar2021,april2021,may2021
40,10,New Jersey,NJ,96541,96392,96273,96067,95895,95762,95664,95657,95693,95768,95829,95914,96080,96318,96614,96868,97171,97483,97803,98062,98301,98513,98795,99092,99344,99554,99694,99882,100030,100210,100405,100659,100992,101418,101808,102194,102549,102996,103534,104110,104752,105399,106115,106719,107269,107770,108466,109263,110123,110911,111658,112430,113149,113889,114599,115422,116292,117181,117999,118809,119648,120629,121631,122686,123719,124773,125835,126866,127930,129038,130161,131263,132412,133626,134927,136179,137465,138813,140266,141920,143777,145755,147753,149743,151697,153593,155393,157238,159057,160925,162815,164694,166441,168084,169707,171431,173263,175215,177334,179467,181795,184145,186585,189071,191571,194102,196599,199067,201556,203844,206076,208378,210812,213354,215934,218513,221016,223536,226056,228583,230766,232764,234492,236192,237690,239004,239889,240395,240688,240695,240543,240014,239353,238773,238606,238627,238556,237951,237120,236095,235188,234328,233454,232471,231451,230513,229170,227434,225367,223608,222028,220549,218801,216822,214620,212632,210927,209199,207530,205681,204040,202441,201131,200075,199368,198988,198824,198725,198345,197884,197296,197064,196848,196666,196148,195295,194022,192547,191199,189902,188752,187487,186177,184759,183283,181844,180459,179353,178438,177612,176532,175390,174317,173600,173142,172697,172206,171537,170941,170366,170147,170110,170316,170602,171029,171380,171632,171818,172235,172994,173949,175004,175859,176621,177364,177964,178455,178691,179263,179863,180463,180803,181047,181137,181125,181099,181037,181082,181215,181601,181674,181793,181787,181956,182047,182192,182370,182491,182609,182768,182809,182903,182947,183106,183211,183427,183668,183867,184027,184293,184641,185012,185547,185957,186560,186911,187615,188080,188743,189497,190406,191281,192167,193025,193857,194708,195447,196399,197038,197790,198304,198739,199143,199507,199869,200136,200500,200920,201631,202242,203140,203880,204609,204824,204646,204377,204315,204741,205548,206672,207832,209155,210023,211102,212268,214416,217067,220057,223155,226222,229262,232382,235746,239422,243859
56,11,Virginia,VA,65560,65535,65549,65550,65545,65527,65522,65560,65617,65695,65769,65856,65919,66013,66082,66187,66262,66361,66469,66578,66694,66810,66977,67136,67355,67540,67727,67853,68091,68329,68574,68770,68952,69123,69249,69405,69552,69756,69976,70284,70580,70956,71305,71627,71952,72299,72687,73074,73494,73965,74424,74845,75203,75536,75925,76397,76885,77358,77846,78389,78950,79429,79949,80456,81020,81511,82026,82514,83044,83572,84166,84743,85354,85980,86601,87237,87831,88507,89141,89801,90448,91161,91902,92662,93398,94169,94921,95717,96492,97272,98068,98919,99836,100899,101979,103095,104194,105445,106788,108188,109711,111399,113275,115263,117249,119095,120823,122620,124511,126257,128074,130030,132303,134505,136583,138441,140314,142045,143778,145258,146660,148017,149303,150337,151004,151506,152025,152491,152721,152863,152970,153231,153426,153666,153834,154062,154020,153788,153367,153098,152883,152617,152190,151544,150869,150065,149123,147993,146935,146098,145217,144150,143077,142204,141408,140573,139593,138654,137756,136919,136186,135500,135065,134710,134404,134041,133837,133734,133819,133883,133993,134107,134143,134015,133605,133145,132666,132241,131692,131200,130659,130094,129479,128954,128542,128241,128007,127845,127629,127348,127048,126860,126693,126705,126756,126864,126978,127089,127281,127437,127668,128024,128501,128871,129209,129509,129910,130279,130599,130906,131235,131647,132107,132445,132765,133088,133573,133927,134208,134378,134553,134774,135021,135216,135357,135540,135740,135926,135958,136176,136405,136674,136915,137114,137301,137494,137713,137949,138097,138271,138505,138605,138748,138968,139368,139759,140157,140530,140937,141322,141815,142353,142875,143439,143905,144420,144766,145192,145539,145985,146409,146885,147394,147830,148317,148669,149145,149536,150073,150563,151080,151473,151830,152209,152690,153312,153972,154738,155472,156154,156696,157197,157732,158366,159034,159667,159895,160107,160360,160997,161639,162327,163032,163838,164757,165773,166884,168109,169711,171401,173172,174764,176508,178439,180596
59,12,Washington,WA,89245,89275,89306,89386,89501,89721,89973,90269,90524,90822,91164,91556,91857,92171,92526,93028,93539,93900,94241,94513,94845,95196,95568,96003,96728,97465,98179,98580,99014,99487,100044,100680,101428,102070,102621,103029,103228,103500,103824,104425,104903,105513,106002,106538,106982,107570,108222,108823,109383,109905,110429,110922,111447,111854,112332,112737,113152,113480,113836,114271,114787,115287,115740,116175,116573,116995,117334,117729,118104,118548,118964,119505,119966,120433,120795,121103,121355,121645,122040,122430,122845,123268,123750,124114,124554,125054,125707,126352,127034,127636,128268,129018,129891,130818,131673,132552,133523,134581,135640,136711,137928,139217,140482,141577,142700,143955,145438,147172,148931,150516,152186,154014,156023,158342,160841,163635,166320,168832,171314,173650,175897,178156,180301,182491,184595,186501,188302,189856,191378,192839,194078,195080,195959,196917,198028,199250,200204,200799,200999,201170,201204,200884,200327,199709,198963,198221,197320,196145,194614,193035,191535,189950,188231,186537,184777,183068,181698,180099,178308,175856,173856,172266,171287,170436,169733,169344,169153,168920,168143,167353,166734,166945,167228,166884,165705,164139,162710,161175,159669,158163,156927,156008,154779,153267,151095,149418,148023,147102,146131,145226,144337,143590,143139,142501,142303,142181,142750,143404,144244,145069,145914,146895,148090,149350,150366,151443,152703,154166,155662,156834,158098,159315,160693,161829,162706,163494,164395,165580,166352,167105,167574,168595,169502,170327,171026,171989,173115,174334,175693,176730,178087,179370,181103,182502,183873,185547,187270,189061,190743,192433,194012,195873,197598,199385,200884,202657,204607,206411,208261,209967,211972,213962,215967,217936,220030,222239,224477,226681,228949,231218,233377,235605,237714,240165,242506,245044,247393,249779,251975,253889,255472,256771,258135,259494,260843,261902,263110,263959,264824,265576,267100,268760,270407,271553,272646,273605,275091,277128,279822,282641,285742,288290,289952,291382,293510,296921,300631,304785,308928,313114,317152,321743,326677,332734,339806
26,13,Massachusetts,MA,95017,95035,95114,95275,95452,95650,95895,96224,96540,96921,97285,97679,97822,98023,98193,98555,98952,99359,99762,100197,100720,101244,101770,102373,103268,104200,105176,105945,106722,107525,108262,108985,109737,110551,111488,112289,113341,114475,115749,116986,118209,119466,120939,122072,123178,124068,125173,126479,127760,129120,130309,131525,132716,133881,135055,136570,138296,140083,141694,143321,144980,146643,148363,150097,151862,153678,155446,157308,158938,160665,162355,164069,165736,167311,169005,170732,172572,174499,176678,178771,180945,183249,185716,188139,190295,192441,194489,196574,198645,200676,202478,204276,206073,207868,209630,211424,213278,215064,216822,218657,220548,222483,224581,226681,228858,230744,232523,234277,236076,238121,239998,241780,243240,244421,245467,246394,247462,248570,249513,249880,249960,249601,249331,248984,248693,248336,247538,246557,245182,243974,242670,241597,240887,240461,240244,239649,238745,237603,236539,235574,234714,233615,232597,231556,230187,228612,226702,225003,223405,222073,220823,219477,217881,216196,214397,212554,210788,209039,207579,206172,205286,204438,203982,203672,203893,204275,204831,205322,206003,206879,207565,208212,208295,208289,207625,206931,205919,205099,204230,203604,202840,201888,200605,199317,198086,197209,196665,196204,195571,194577,193544,192644,191961,191137,190851,190861,191336,191562,191739,191903,192274,193034,194161,195417,196445,197980,199267,200510,201494,202676,204049,205460,207081,208604,209808,210494,211158,211645,212592,213616,214544,215209,215726,216255,216528,216719,217202,218260,219554,220457,221073,221249,221771,222285,223223,224187,225058,226013,226497,226944,227441,228764,230022,231424,232394,233422,234035,234776,235926,237271,238878,240194,241383,242032,242882,244191,245862,247630,249329,250817,252343,253613,255145,256521,258108,259971,261610,262805,263700,264924,266394,267546,268039,268349,268604,269355,269879,270134,270344,271119,272353,273679,274311,274579,274788,275171,275721,276497,277923,279645,281701,283389,284885,285958,287771,290592,294032,297788,301714,305608,309449,313602,318038,323110,328733
22,14,Indiana,IN,57841,57873,57765,57660,57615,57639,57641,57485,57360,56528,55715,54832,54607,54300,54077,53744,53440,53197,53098,53180,53138,53850,54509,55241,55285,55362,55554,55940,56131,56037,55745,55650,55723,56072,56420,56864,56991,57093,57064,57009,57031,57197,57427,57252,57043,56650,56370,55883,55658,55643,55726,55670,55652,55702,55863,56116,56356,56634,56957,57332,57635,57716,57802,57928,58085,58145,58146,58250,58350,58503,58560,58677,58706,58798,58814,58867,58914,59029,59138,59154,59155,59196,59304,59420,59438,59438,59445,59574,59674,59776,59869,60025,60235,60431,60600,60721,60731,60735,60785,60955,61164,61330,61524,61763,61975,62186,62382,62645,63421,64299,65211,65611,65953,66286,66637,66892,67117,67295,67489,67635,67563,67450,67297,67382,67521,67717,67906,68105,68337,68572,68723,68850,68874,68911,68911,68999,69024,69015,68963,68961,68936,68916,68965,69072,69145,69139,69076,68939,68816,68692,68604,68449,68292,68152,67975,67696,67459,67211,67051,66851,66693,66510,66298,66106,65966,65850,65806,65795,65786,65810,65784,65819,65780,65760,65669,65513,65256,64980,64691,64468,64261,64037,63824,63563,63334,63123,63029,63038,63087,63104,63091,63020,62941,62879,62870,62893,62942,62947,62935,62890,62902,62979,63006,63061,63098,63206,63275,63384,63491,63657,63803,63951,64060,64144,64289,64461,64677,64871,65114,65331,65543,65726,65966,66221,66471,66714,66961,67198,67388,67541,67662,67814,67948,68084,68131,68194,68298,68424,68599,68778,69037,69265,69462,69617,69831,70116,70482,70818,71148,71468,71748,72004,72244,72573,72962,73414,73848,74245,74580,74970,75377,75884,76368,76879,77269,77713,78197,78765,79305,79874,80499,81074,81550,81882,82293,82778,83434,83942,84448,84842,85340,85793,86215,86654,87098,87552,87858,88113,88425,88853,89312,89858,90374,90942,91486,92152,92919,93791,94814,95907,96971,98092,99274,100529,101875
8,15,Arizona,AZ,69313,69528,69766,70207,70628,71008,71360,71683,71998,72316,72617,72910,73177,73460,73694,73950,74209,74483,74759,75044,75346,75635,75937,76251,76653,77037,77406,77706,78013,78332,78708,79124,79532,79945,80354,80769,81054,81347,81673,82096,82529,83079,83592,84092,84527,84953,85389,85779,86259,86726,87241,87745,88267,88679,89118,89537,90038,90507,90965,91444,91957,92484,92972,93421,93865,94301,94712,95114,95558,96039,96562,97042,97477,97870,98306,98738,99145,99591,100048,100558,100983,101457,101954,102532,103126,103702,104236,104771,105278,105753,106160,106630,107246,107934,108619,109313,110120,110915,111806,112682,113729,114698,115946,117442,118942,120680,122549,125099,128054,131091,133941,137118,140925,145751,150944,155941,161137,165452,169806,172747,174650,177141,179985,182817,184226,184701,184560,184274,183612,183433,183119,182994,182996,182669,182463,182275,181786,180821,179621,178536,177060,175343,173172,171254,169015,165613,161886,157554,154516,151177,147812,143684,139907,136438,132212,127833,123934,121591,119057,116469,113554,111310,109569,108011,106689,105143,104928,104880,104944,104156,103468,103169,102578,101893,100467,99468,98129,97183,95849,94492,93059,91853,91021,89768,88575,87281,86655,86229,86025,85992,86030,86662,87133,87965,88591,90106,92049,94092,95939,97760,99918,101852,103932,105195,106796,107850,109482,110847,112267,113939,115838,117437,118762,119917,120664,121825,123081,124840,125513,125658,125664,125882,125905,126089,126070,126465,127205,128039,128378,128588,129579,130860,132021,132719,133654,134536,135584,136245,136819,137458,138624,139581,140236,140888,141661,142469,143031,143842,144714,145868,147016,147972,148699,149555,150577,151581,152549,153673,154973,155951,156955,157947,159072,160135,161248,162516,163779,165002,166192,167304,168271,169179,170227,171218,172069,172775,173649,174690,175582,176373,177237,178417,179537,180744,181681,182763,183805,185298,186580,188280,190068,192864,194502,196124,197531,200087,203082,206336,210078,213991,218475,222976,228045,232914,239476
53,16,Tennessee,TN,45604,45710,45827,46057,46302,46565,46836,47089,47304,47503,47715,47940,48133,48341,48561,48822,49055,49246,49435,49642,49900,50168,50437,50686,51053,51411,51754,51967,52188,52408,52610,52844,53100,53393,53623,53854,53950,54053,54138,54343,54572,54864,55154,55399,55575,55722,55915,56099,56286,56483,56685,56897,57072,57217,57384,57550,57747,57914,58130,58380,58687,58903,59102,59256,59433,59585,59713,59879,60041,60224,60342,60431,60500,60612,60733,60839,60953,61080,61225,61336,61458,61588,61728,61869,61992,62143,62292,62461,62623,62784,62919,63066,63215,63376,63550,63726,63934,64131,64343,64552,64759,64968,65190,65427,65683,65973,66274,66596,66933,67300,67678,68064,68461,68887,69350,69794,70235,70637,71072,71523,71964,72386,72774,73163,73538,73907,74282,74687,75091,75483,75824,76122,76389,76650,76919,77167,77379,77566,77701,77806,77829,77815,77731,77610,77402,77143,76889,76689,76544,76367,76140,75841,75544,75252,74977,74695,74453,74241,73978,73617,73165,72732,72365,72090,71880,71725,71603,71534,71505,71451,71424,71385,71400,71355,71262,71086,70864,70617,70357,70061,69686,69357,69017,68775,68526,68365,68212,68096,67977,67833,67707,67599,67588,67568,67596,67601,67627,67630,67687,67751,67840,67912,67974,68065,68165,68317,68500,68719,68909,69102,69265,69500,69765,70126,70503,70846,71134,71352,71514,71654,71827,72048,72276,72462,72610,72707,72786,72946,73190,73491,73788,74063,74403,74720,75041,75343,75685,76066,76474,76823,77195,77566,77946,78283,78566,78874,79235,79637,80084,80531,81022,81528,81976,82382,82878,83481,84105,84697,85275,85864,86399,86918,87428,87958,88436,88981,89466,90001,90526,91119,91725,92275,92805,93331,93776,94205,94666,95126,95605,96016,96446,96813,97177,97631,98153,98690,99141,99592,100034,100692,101412,102186,102780,103393,104062,104863,105700,106607,107718,108926,110239,111468,112759,114152,115823
32,17,Missouri,MO,44540,44623,44692,44840,44959,45057,45143,45238,45358,45507,45668,45806,45890,45959,46057,46172,46327,46509,46705,46882,47053,47192,47323,47458,47655,47842,47996,48138,48301,48476,48657,48816,48930,49076,49249,49468,49679,49913,50162,50360,50511,50647,50798,51058,51329,51501,51578,51695,51944,52206,52461,52738,53035,53339,53639,53965,54289,54688,55145,55548,55824,56044,56336,56683,57043,57388,57731,58017,58309,58610,58934,59289,59642,60019,60335,60644,60942,61274,61614,61928,62259,62574,62882,63144,63439,63782,64154,64528,64883,65229,65531,65888,66263,66664,67024,67396,67765,68097,68399,68649,68924,69208,69560,69870,70141,70395,70708,71053,71413,71753,72094,72460,72879,73287,73662,74017,74381,74723,75032,75321,75569,75800,76025,76272,76495,76723,76944,77156,77362,77579,77813,78004,78153,78245,78311,78374,78385,78377,78349,78346,78284,78155,77950,77751,77586,77482,77324,77044,76753,76482,76225,75921,75655,75414,75080,74686,74298,73983,73683,73366,73028,72680,72361,72134,71925,71768,71753,71818,71809,71646,71546,71547,71537,71401,71138,70791,70356,69923,69444,68969,68481,68062,67561,67025,66509,66122,65871,65644,65479,65288,65100,64887,64717,64609,64612,64687,64760,64771,64731,64735,64810,64820,64900,64994,65244,65433,65563,65584,65614,65710,65843,65973,66067,66273,66456,66667,66807,66951,67105,67294,67583,67869,68147,68380,68590,68778,68973,69130,69207,69316,69492,69785,70022,70251,70457,70698,70938,71168,71371,71671,72005,72363,72658,72923,73243,73598,73992,74355,74722,75109,75546,75913,76299,76699,77137,77548,77873,78213,78548,78953,79448,79953,80445,80884,81314,81706,82172,82697,83273,83766,84224,84672,85002,85329,85634,86078,86573,87082,87513,87862,88254,88615,88921,89077,89298,89546,89783,90018,90373,90861,91338,91745,92076,92534,93128,93938,94800,95713,96732,97790,98825,99866,101060,102472,104053
27,18,Maryland,MD,89177,89169,89166,89189,89236,89286,89310,89305,89326,89367,89429,89507,89500,89517,89515,89578,89633,89709,89864,90031,90148,90243,90330,90382,90527,90657,90866,90965,91052,91113,91107,91187,91314,91458,91549,91698,91931,92254,92527,92796,93037,93310,93638,93951,94285,94636,95112,95560,95972,96260,96593,96920,97347,97740,98168,98536,98936,99400,99872,100411,100898,101423,101904,102505,103045,103671,104271,104964,105653,106310,107003,107710,108531,109397,110341,111262,112279,113263,114330,115408,116492,117584,118692,119902,121113,122376,123674,124939,126174,127421,128676,129895,131271,132829,134489,136057,137653,139401,141175,143059,144986,147081,149210,151539,154099,156599,159222,161773,164537,167070,169589,172215,175115,178311,181676,185182,188182,191241,193823,196742,199098,201595,203960,206412,208567,210293,211746,212712,213544,214086,214777,215134,215485,215560,215772,215808,215933,215833,215711,215485,215214,214518,213235,211836,210626,209713,208582,207120,205084,202692,200132,197660,195466,193450,191803,190035,188011,185696,183229,180825,178575,176908,175423,174332,173129,172162,171387,170797,170431,169758,169098,168501,168336,167947,167428,166371,165303,164046,162583,161124,159759,158860,158154,157397,156341,155366,154370,153573,152734,152236,151870,151574,151137,150752,150457,150294,150255,150329,150582,150960,151399,151750,152110,152614,153323,154096,155010,155936,157021,157932,158920,159829,160850,161772,162752,163456,164132,164678,164945,165308,165355,165748,165920,166272,166402,166627,166909,167153,167235,167239,167548,167604,167791,167686,167807,167851,167977,168071,167935,168202,168545,169081,169359,169857,170548,171189,171883,172394,173198,173840,174639,175166,175887,176468,177110,177686,178129,178684,178944,179499,179954,180754,181519,182327,182751,183328,183988,184897,185667,186344,187044,187483,187875,188071,188423,188766,189467,190006,190295,190403,190832,191451,191845,192023,192009,192052,192043,192146,192608,193061,193794,194368,195157,196017,197224,198764,200652,202704,204911,207243,209409,211893,214538,217658,220790
60,19,Wisconsin,WI,57610,57681,57756,57938,58158,58437,58721,59009,59258,59518,59774,60039,60272,60490,60715,60912,61116,61256,61389,61495,61663,61849,62006,62147,62253,62461,62694,62989,63186,63360,63551,63810,64083,64294,64547,64804,65213,65616,66044,66431,66803,67167,67493,67763,68001,68313,68722,69190,69617,69928,70217,70424,70727,71043,71410,71802,72212,72619,72976,73309,73612,73961,74331,74784,75190,75588,75983,76356,76731,77051,77410,77772,78184,78601,78975,79316,79605,79921,80209,80538,80870,81260,81680,82128,82572,83011,83517,83987,84482,84931,85414,86007,86652,87338,87873,88368,88944,89623,90282,90935,91636,92401,93197,93821,94419,94997,95676,96384,96853,97255,97661,98290,98991,99721,100426,101076,101610,102017,102402,102745,103105,103472,103804,104055,104199,104256,104313,104424,104607,104823,105002,105106,105329,105489,105700,105743,105738,105636,105454,105321,105224,105224,105208,105195,105219,104965,104533,103885,103405,103064,102773,102421,102001,101436,100835,100217,99273,98615,97973,97735,97269,96824,96361,96045,95771,95518,95242,95003,94987,95036,95131,95111,95038,94766,94412,93778,92991,92269,91584,91041,90435,89823,89111,88320,87519,86896,86311,86000,85773,85607,85443,85205,85000,84774,84577,84412,84393,84400,84507,84472,84508,84453,84498,84498,84585,84487,84605,84887,85397,85803,86158,86592,87089,87566,87899,88180,88482,88958,89477,89740,89835,89990,90279,90480,90549,90654,90873,91186,91452,91757,91936,92285,92559,92794,92941,93101,93338,93624,94014,94416,94776,95100,95391,95748,96194,96772,97295,97913,98551,99230,99769,100259,100806,101383,101971,102526,103066,103656,104268,104889,105448,105967,106561,107289,108127,108873,109636,110333,111115,111763,112379,112870,113423,113941,114445,114893,115290,115875,116551,117292,117884,118424,118968,119485,119922,120457,120849,121377,121849,122500,123086,123759,124468,125261,126103,127174,128361,129574,130986,132388,133947,135404,136996,138641,140471
31,20,Minnesota,MN,60079,59990,59950,59921,59968,60114,60261,60497,60700,60953,61210,61490,61730,62040,62400,62803,63127,63385,63669,63931,64234,64528,64849,65227,65670,66095,66470,66743,67088,67383,67774,68152,68705,69244,69762,70211,70747,71438,72242,73079,73897,74809,75616,76255,76767,77355,78196,79099,79988,80842,81611,82465,83298,84177,85110,86368,87592,88796,89757,90850,91861,92819,93823,94904,95926,96937,97925,98897,99889,100916,101930,102756,103539,104330,105136,105876,106706,107492,108295,108989,109701,110406,111183,112056,112974,113829,114652,115355,116113,116805,117598,118398,119250,120066,120864,121627,122313,123069,123869,124755,125567,126447,127289,128087,128799,129444,130057,130683,131475,132288,133018,133777,134553,135297,135919,136410,136971,137476,138055,138438,138682,138844,139016,139154,139233,139292,139319,139291,139126,139005,138840,138821,138787,138772,138645,138390,137960,137382,136723,136295,135914,135571,135021,134293,133508,132536,131667,130708,129785,128876,127983,127011,126037,125027,124058,123140,122199,121291,120067,118995,118067,117450,116952,116583,116214,115853,115550,115503,115485,115615,115846,116061,116179,115932,115532,114730,113863,112966,112208,111231,110274,109207,108281,107293,106338,105514,104830,104444,104117,103780,103362,103011,102788,102748,102915,103281,103638,104112,104594,105174,105862,106713,107659,108619,109488,110167,110687,111209,112114,113131,114275,115360,116415,117414,118236,118957,119717,120519,121432,122207,122809,123209,123461,123597,123691,123773,123961,124323,124666,125254,125786,126450,126927,127390,127836,128340,128922,129529,130236,130932,131748,132422,133043,133509,134005,134632,135438,136367,137232,138101,138864,139599,140266,140992,141826,142824,143898,144914,145787,146471,147164,147819,148682,149631,150633,151648,152655,153576,154323,154961,155565,156312,156989,157713,158293,158893,159498,160144,160693,161342,162052,162933,163741,164425,165116,165690,166095,166510,166951,167583,168278,169163,169885,170554,171216,172213,173318,174585,176118,177725,179424,181081,182886,184666,186765
10,21,Colorado,CO,88271,88601,88885,89469,90000,90540,91060,91594,92105,92608,93113,93621,94128,94574,95038,95530,96069,96564,97008,97434,97908,98434,98985,99514,100064,100571,101079,101491,101979,102460,103137,103891,104720,105469,106117,106811,107487,108376,109318,110367,111375,112570,113649,114550,115229,116001,117012,118084,119220,120306,121361,122519,123676,124874,126043,127353,128767,130165,131513,132852,134296,135622,136881,137991,139091,140053,141010,142000,142926,143763,144436,145071,145500,145953,146416,146916,147454,147949,148462,148817,149221,149628,149999,150221,150415,150641,150961,151203,151317,151392,151515,151688,151942,152164,152526,152875,153236,153604,153921,154291,154660,155088,155483,155867,156137,156475,156799,157272,157766,158231,158663,159073,159484,159903,160338,160763,161260,161792,162324,162707,163107,163417,163718,163888,164123,164274,164360,164495,164547,164533,164418,164468,164535,164514,164506,164602,164802,164917,164984,164831,164432,163850,163251,162573,161758,160947,160083,159240,158299,157504,156782,156172,155750,155369,154823,154169,153445,152989,152602,152399,152268,152142,151951,151789,151706,151742,151975,152297,152760,153030,153228,153156,152932,152509,152010,151410,150700,150010,149321,148645,147939,147279,146684,146107,145389,144793,144278,144102,144047,144085,144169,144306,144547,144793,145067,145553,146371,147414,148541,149453,150407,151292,152241,153146,154196,155364,156698,157905,159055,160077,161192,162480,163694,164854,165898,167019,167984,168925,169758,170709,171779,172976,174169,175212,176348,177690,179212,180892,182727,184629,186513,188309,190215,192076,193994,195982,198071,200094,202020,203754,205329,206931,208626,210556,212270,213991,215694,217477,219122,220677,222364,224112,226059,227983,229959,231630,233290,234953,236605,238198,239803,241539,243180,245055,246787,248466,250096,252053,254183,256120,257788,259247,260650,262131,263669,264906,265826,266838,267628,268308,268595,269240,270009,271010,272010,272735,273384,274317,275839,277465,279086,280633,281790,282834,284089,286059,288316,291051,294218,297663,301256,305191,309760,314943,321244
4,22,Alabama,AL,37596,37679,37743,37838,37913,38001,38122,38243,38346,38414,38485,38590,38677,38746,38806,38981,39193,39399,39555,39724,39917,40197,40481,40739,41003,41257,41513,41688,41856,42034,42238,42431,42644,42800,42934,43033,43188,43354,43554,43719,43891,44031,44167,44308,44462,44606,44803,45010,45192,45361,45508,45709,45897,46103,46278,46454,46611,46781,46962,47182,47434,47619,47795,47920,48059,48190,48350,48490,48642,48809,48943,49019,49043,49127,49201,49289,49379,49498,49594,49682,49763,49850,49937,50045,50182,50332,50489,50670,50816,50906,50993,51097,51229,51304,51374,51446,51560,51692,51853,52005,52196,52420,52697,52958,53209,53458,53740,54037,54300,54498,54649,54805,54991,55222,55460,55713,55979,56345,56793,57248,57710,58155,58638,59108,59594,60060,60504,60941,61340,61679,61900,62131,62331,62634,62929,63265,63429,63501,63502,63562,63612,63650,63620,63575,63487,63388,63271,63145,63089,63095,63118,63024,62903,62714,62607,62397,62183,61862,61564,61219,60885,60514,60192,59908,59647,59425,59245,59141,59094,59027,58843,58634,58401,58196,57919,57641,57389,57175,56888,56557,56139,55815,55569,55422,55290,55171,55072,54978,54856,54709,54531,54426,54441,54463,54492,54421,54412,54383,54411,54420,54466,54508,54621,54701,54788,54864,54974,55086,55140,55199,55242,55336,55431,55558,55676,55813,55888,55946,55962,56051,56188,56354,56499,56639,56736,56839,56945,57031,57135,57224,57370,57476,57564,57627,57720,57797,57915,57989,58059,58134,58260,58438,58594,58765,58919,59104,59249,59404,59534,59724,59952,60176,60345,60477,60624,60795,60968,61110,61272,61482,61754,62009,62202,62458,62719,63016,63282,63571,63885,64221,64583,64900,65165,65411,65690,65936,66196,66458,66732,66990,67243,67571,67907,68198,68409,68636,68933,69308,69694,70108,70521,70994,71457,71891,72305,72846,73505,74210,74902,75584,76304,77050,77860,78690,79594
