AL,Trafford,120893.32642702667,886331.88953590917,353034.37196125987
VA,Criders,121349.09779501498,889673.38662035996,354365.32184419496
PA,Northampton,121235.15508884833,888838.01334509079,354032.58477011509
IA,Lake View,119867.84098488333,878813.5220917383,350039.73512130976
AL,Prattville,119336.10817499834,874915.11214602413,348486.96158006508
KS,Lindsborg,120209.66964670499,881319.64590091992,351037.94793016498
ND,Menoken,121007.26913319332,887167.26281117834,353367.10903533979
OR,Idleyld Park,119981.78423437168,879648.89935038157,350372.4737820052
SC,Early Branch,119070.24149839499,872965.90518147987,347710.57401613495
TX,Odessa,119658.94602357777,877282.00442041154,349429.71715216333
MS,New Albany,119867.84098488333,878813.5220917383,350039.73512130976
IL,Stewardson,120323.61235287164,882155.01917618909,351370.68500424485
IN,Palmyra,120437.55505903834,882990.39245145838,351703.42207832477
IA,Spragueville,120323.61235287164,882155.01917618909,351370.68500424485
IN,Beech Grove,121463.04050118165,890508.75989562913,354698.05891827482
NH,Randolph,118614.47013040665,869624.4080970292,346379.62413319986
FL,Destin,121463.04050118165,890508.75989562913,354698.05891827482
NM,Organ,112575.50099869583,825349.58268233459,328744.54254750244
OH,Metamora,119981.78423437168,879648.89935038157,350372.4737820052
PA,Phoenixville,121235.15508884833,888838.01334509079,354032.58477011509
MN,Eagle Lake,118842.35608606167,871295.15863094153,347045.09986797522
NE,Rogers,119184.18420456166,873801.27845674928,348043.31109021493
NY,Town of Friendship,120095.72694053833,880484.27262565074,350705.21085608506
WI,Brantwood,120209.66964670499,881319.64590091992,351037.94793016498
NC,Mars Hill,120323.61235287164,882155.01917618909,351370.68500424485
FL,Crystal River,121235.15508884833,888838.01334509079,354032.58477011509
TX,New Boston,121121.21238268167,888002.64006982162,353699.84769603523
OR,Stayton,120665.44101469334,884661.14298537083,352368.89781310013
PA,Millsboro,121576.98320734833,891344.13317089842,355030.7959923548
NY,Town Of Vestal,121918.81186917001,893850.25698008004,356029.00880121003
OH,Deersville,119526.01286638335,876307.40226593078,349041.5238990701
MA,Fitchburg,121918.81186917001,893850.25698008004,356029.00880121003
KY,Westport,120551.49830852666,883825.76971010154,352036.16073902015
LA,Choudrant,117930.81348591541,864612.16545788338,344383.20049875882
IA,Stanton,119639.95557255,877142.77554119995,349374.26097315003
WY,Sinclair,120095.72694053833,880484.27262565074,350705.21085608506
IL,Fairview,119070.24149839499,872965.90518147987,347710.57401613495
CA,Orange Cove,122146.69728150332,895521.00353061839,356694.48294936976
AZ,Bowie,119070.24149839499,872965.90518147987,347710.57401613495
OK,Warner,120323.61235287164,882155.01917618909,351370.68500424485
UT,Hooper,122146.69728150332,895521.00353061839,356694.48294936976
NY,Town of Red Hook,120323.61262453251,882155.0211678762,351370.68579755264
TN,Wartrace,120209.66964670499,881319.64590091992,351037.94793016498
IA,Mount Auburn,120095.72694053833,880484.27262565074,350705.21085608506
ME,Milo,125337.09631410001,918911.47913840006,366011.13054330001
LA,Baldwin,120209.66964670499,881319.64590091992,351037.94793016498
AR,Waldenburg,121463.04050118165,890508.75989562913,354698.05891827482
MT,Seeley Lake,122260.64053099167,896356.38078926154,357027.2216100652
NJ,Oldmans Township,122032.75457533666,894685.63025534921,356361.7458752899
VA,Greenbush,120551.49830852666,883825.76971010154,352036.16073902015
NY,Fulton,120931.30751018944,886610.34862212348,353145.28484815836
IL,Hamburg,108815.38816360499,797782.23870651994,317764.20878986496
MI,Millington,120893.32642702667,886331.88953590917,353034.37196125987
KS,Liberty,122146.69728150332,895521.00353061839,356694.48294936976
SD,Mount Vernon,118500.52742424,868789.03482176003,346046.88705912
MN,Hugo,120437.55505903834,882990.39245145838,351703.42207832477
CO,Frisco,121007.26913319332,887167.26281117834,353367.10903533979
NJ,Mount Arlington,120665.44101469334,884661.14298537083,352368.89781310013
WA,Carlton,119412.07016021665,875472.02899066149,348708.78682499018
TX,Mertens,119070.24149839499,872965.90518147987,347710.57401613495
IN,Huntington,120437.55505903834,882990.39245145838,351703.42207832477
NY,Town of Hancock,120238.15518741624,881528.4882238938,351121.13180203107
TX,Sadler,121349.09779501498,889673.38662035996,354365.32184419496
MD,Frederick,121140.20265260221,888141.86762124172,353755.30334617663
NJ,Watchung,120437.55505903834,882990.39245145838,351703.42207832477
IL,Mackinaw,119753.89827871666,877978.14881646913,349706.99804722989
NY,Gloversville,121804.86916300334,893014.88370481087,355696.27172713011
MO,Cainsville,118614.47013040665,869624.4080970292,346379.62413319986
AZ,Mammoth,120095.72694053833,880484.27262565074,350705.21085608506
IA,Sheffield,118557.49877732332,869206.72145939444,346213.2555961599
TN,Moscow,119526.01259472249,876307.40027424367,349041.52310576232
IA,Salem,119412.07016021665,875472.02899066149,348708.78682499018
ME,Millinocket,118386.58471807334,867953.66154649085,345714.14998504013
IL,Buffalo,118728.41283657332,870459.78137229837,346712.36120727978
TX,Leroy,123514.01084214664,905545.49080059666,360687.33101155952
KS,Wamego,119867.84098488333,878813.5220917383,350039.73512130976
TX,Fieldton,117816.87064391833,863776.79118677077,344050.46302802506
CA,Arroyo Grande,120095.72694053833,880484.27262565074,350705.21085608506
OH,Irondale,124083.72491630165,909722.36116031674,362351.0179685746
NC,Rose Hill,118842.35608606167,871295.15863094153,347045.09986797522
NC,Ocean Isle Beach,120665.44101469334,884661.14298537083,352368.89781310013
OK,Ringwood,120551.49830852666,883825.76971010154,352036.16073902015
MN,Strathcona,116221.67112761999,852081.55338287994,339392.13923105999
AR,Datto,125792.86713876664,922252.97223947675,367342.07883961953
PA,South Woodbury Township,119298.12691072833,874636.65173201845,348376.0481642948
IL,Smithfield,116905.32790794167,857093.79701786919,341388.56326215493
IL,Ivesdale,122944.29731131332,901368.62442425068,359023.64564116008
MN,Warba,119412.07016021665,875472.02899066149,348708.78682499018
GA,Bethlehem,120893.32642702667,886331.88953590917,353034.37196125987
WV,Pond Gap,119241.15582930582,874218.96708607068,348209.68042056257
NE,Doniphan,119639.95557255,877142.77554119995,349374.26097315003
WV,Bob White,118956.29879222834,872130.5319062107,347377.83694205509
IL,Johnston City,121235.15508884833,888838.01334509079,354032.58477011509
TX,Royse City,119753.89827871666,877978.14881646913,349706.99804722989
IA,Fertile,119981.78423437168,879648.89935038157,350372.4737820052
PA,Heilwood,119222.16528772445,874079.73754296359,348154.22397711338
NY,Aurelius,119981.78423437168,879648.89935038157,350372.4737820052
MA,Richmond,123855.83950396834,908051.61460977851,361685.54382041481
MN,Bingham Lake,118386.58471807334,867953.66154649085,345714.14998504013
NJ,Long Branch,121690.92645683666,892179.51042954146,355363.53465305018
AL,Blue Springs,118956.29879222834,872130.5319062107,347377.83694205509
NE,Elm Creek,119298.12718238916,874636.65372370533,348376.04895760253
IA,New Vienna,119753.89827871666,877978.14881646913,349706.99804722989
SD,Worthing,121690.92645683666,892179.51042954146,355363.53465305018
CA,Sacramento,121059.06156871725,887546.98010905017,353518.35402534815
PA,Blooming Grove Township,122659.44027423582,899280.1892443907,358191.80216265254
NM,Santa Teresa,119412.07016021665,875472.02899066149,348708.78682499018
CA,Rodeo,124539.49682761167,913063.86222814163,363681.9694381252
IL,Heyworth,120551.49830852666,883825.76971010154,352036.16073902015
AL,Hartselle,121463.04050118165,890508.75989562913,354698.05891827482
NJ,West Caldwell,119867.84098488333,878813.5220917383,350039.73512130976
TX,Pottsville,120665.44101469334,884661.14298537083,352368.89781310013
MN,Little Falls,120779.38372086,885496.51626064,352701.63488718
MN,Cleveland,119298.12691072833,874636.65173201845,348376.0481642948
LA,Merryville,119184.18420456166,873801.27845674928,348043.31109021493
KY,McCarr,119981.78423437168,879648.89935038157,350372.4737820052
WV,Brenton,119867.84098488333,878813.5220917383,350039.73512130976
RI,Little Compton,122146.69728150332,895521.00353061839,356694.48294936976
IA,Hartley,120095.72694053833,880484.27262565074,350705.21085608506
NY,Town Of Canaan,121235.15508884833,888838.01334509079,354032.58477011509
MA,Natick,120551.49830852666,883825.76971010154,352036.16073902015
AR,Ravenden Springs,116563.49951778083,854587.67520037456,340390.35124660743
OK,Ninnekah,119981.78423437168,879648.89935038157,350372.4737820052
AL,Mount Vernon,121406.06941975917,890091.0752496816,354531.69117454271
NE,Hazard,117930.81335008498,864612.16446203995,344383.20010210498
IL,Justice,119753.89827871666,877978.14881646913,349706.99804722989
IN,Universal,121804.86916300334,893014.88370481087,355696.27172713011
NV,Carlin,119298.12691072833,874636.65173201845,348376.0481642948
NC,Roaring Gap,118500.52742424,868789.03482176003,346046.88705912
HI,Waimanalo,120893.32642702667,886331.88953590917,353034.37196125987
NC,Columbus,119639.95557255,877142.77554119995,349374.26097315003
CT,Cornwall,123400.06867930168,904710.12150870159,360354.59552409523
IA,West Chester,119753.89827871666,877978.14881646913,349706.99804722989
PA,Fairchance,122716.41135565833,899697.87389033847,358358.16990638484
CA,Shasta Lake,122602.46864949165,898862.50061506906,358025.43283230485
KY,Cranks,119639.95557255,877142.77554119995,349374.26097315003
MA,Weymouth,120978.78386414293,886958.42247989157,353283.92595678149
NC,Henderson,120380.583705955,882572.70581382373,351537.05354128481
KS,Gardner,120551.49830852666,883825.76971010154,352036.16073902015
CA,Soda Springs,121425.05978023334,890230.30346499744,354587.14708912012
SC,Adams Run,120779.38372086,885496.51626064,352701.63488718
TX,Deweyville,114854.35736323104,842057.06461913639,335399.29057388939
CA,Prather,120665.44101469334,884661.14298537083,352368.89781310013
OH,Bloomingburg,120779.38372086,885496.51626064,352701.63488718
MN,Willernie,120665.44101469334,884661.14298537083,352368.89781310013
TX,Brownfield,118234.66083819028,866839.82852111151,345270.49975962582
IL,Hennepin,120551.49830852666,883825.76971010154,352036.16073902015
TN,Whitleyville,120437.55505903834,882990.39245145838,351703.42207832477
AK,Homer,121121.21238268167,888002.64006982162,353699.84769603523
HI,Laie,118842.35608606167,871295.15863094153,347045.09986797522
NY,Dolgeville,119981.78423437168,879648.89935038157,350372.4737820052
CA,Citrus Heights,121463.04050118165,890508.75989562913,354698.05891827482
NY,Calcium,123058.24001748,902203.99769951997,359356.38271524
ID,Moscow,120323.61235287164,882155.01917618909,351370.68500424485
TX,Honey Grove,119981.78423437168,879648.89935038157,350372.4737820052
MN,New Richland,120209.66964670499,881319.64590091992,351037.94793016498
KY,Hawesville,121121.21238268167,888002.64006982162,353699.84769603523
PA,East Manchester Township,122146.69728150332,895521.00353061839,356694.48294936976
MN,Dayton,121007.26913319332,887167.26281117834,353367.10903533979
AR,Montrose,124881.32548943335,915569.98603732313,364680.18224698043
CO,Ramah,119753.89827871666,877978.14881646913,349706.99804722989
FL,Lake Magdalene,120437.55505903834,882990.39245145838,351703.42207832477
TX,Emory,120323.61235287164,882155.01917618909,351370.68500424485
ME,Bingham,124653.43899045663,913899.2315200367,364014.70492558955
VA,Saluda,117987.78470316833,865029.85109967459,344549.56863914494
CA,Colfax,121292.12644193167,889255.69998272543,354198.95330715505
CO,Parlin,119184.18420456166,873801.27845674928,348043.31109021493
MA,Blandford,121690.92645683666,892179.51042954146,355363.53465305018
WV,Lester,120551.49803686583,883825.76771841454,352036.15994571242
KY,Calvert City,119867.84098488333,878813.5220917383,350039.73512130976
ND,Surrey,120095.72694053833,880484.27262565074,350705.21085608506
CA,Monterey Park,120380.583705955,882572.70581382373,351537.05354128481
TX,Riomedina,120665.44101469334,884661.14298537083,352368.89781310013
MI,Croswell,121463.04050118165,890508.75989562913,354698.05891827482
FL,Aventura,119184.18420456166,873801.27845674928,348043.31109021493
MN,Sabin,121576.98320734833,891344.13317089842,355030.7959923548
FL,Grand Ridge,118728.41283657332,870459.78137229837,346712.36120727978
CO,Holly,119298.12691072833,874636.65173201845,348376.0481642948
MI,Holt,120437.55505903834,882990.39245145838,351703.42207832477
ME,Union,121121.21238268167,888002.64006982162,353699.84769603523
CA,Mentone,121007.26913319332,887167.26281117834,353367.10903533979
PA,Picture Rocks,120665.44101469334,884661.14298537083,352368.89781310013
CA,Delhi,120437.55505903834,882990.39245145838,351703.42207832477
IA,Fostoria,120437.55505903834,882990.39245145838,351703.42207832477
CA,Fulton,121007.26913319332,887167.26281117834,353367.10903533979
IA,Buffalo Center,117247.15656976333,859599.92082705081,342386.7760710101
IL,New Salem,117361.09927593,860435.29410231998,342719.51314509002
NE,Ansley,116563.49951778083,854587.67520037456,340390.35124660743
MA,Hubbardston,121918.81186917001,893850.25698008004,356029.00880121003
TX,Mesquite,118728.41310823415,870459.78336398525,346712.36200058751
NY,Deer Park,121463.04050118165,890508.75989562913,354698.05891827482
MN,Breckenridge,118842.35608606167,871295.15863094153,347045.09986797522
WY,Freedom,122716.41135565833,899697.87389033847,358358.16990638484
VT,Manchester,119867.84125654415,878813.52408342529,350039.73591461749
TX,Call,116563.49951778083,854587.67520037456,340390.35124660743
PA,Hempfield Township,120551.49817269624,883825.76871425798,352036.16034236632
CO,Gunnison,119526.01286638335,876307.40226593078,349041.5238990701
CA,Lagunitas,120950.29778011001,886749.57617354381,353200.74049829989
CO,Fort Lupton,119753.89827871666,877978.14881646913,349706.99804722989
IA,Waukee,119639.95557255,877142.77554119995,349374.26097315003
KS,Moran,120893.32642702667,886331.88953590917,353034.37196125987
SC,Blair,120209.66964670499,881319.64590091992,351037.94793016498
IA,Martensdale,119526.01286638335,876307.40226593078,349041.5238990701
MN,Big Falls,119981.78423437168,879648.89935038157,350372.4737820052
MD,Olney,120494.5266837825,883408.08108078002,351869.79140867252
ME,Ogunquit,121349.09779501498,889673.38662035996,354365.32184419496
CA,Courtland,121690.92645683666,892179.51042954146,355363.53465305018
ME,Lincoln,127388.06719838666,933948.21402674157,372000.40422320017
NY,Town Of Clarendon,119981.78423437168,879648.89935038157,350372.4737820052
PA,Gibson Township,117588.98495992417,862106.04264454544,343384.9880865576
ND,Berthold,119981.78423437168,879648.89935038157,350372.4737820052
NY,Saratoga Springs,120779.38372086,885496.51626064,352701.63488718
MI,Rosebush,119753.89827871666,877978.14881646913,349706.99804722989
IL,Fox Lake,121235.15508884833,888838.01334509079,354032.58477011509
GA,Midville,120209.66964670499,881319.64590091992,351037.94793016498
PA,East Huntingdon Township,119696.92692563332,877560.46217883448,349540.62951018993
KS,Arcadia,118728.41283657332,870459.78137229837,346712.36120727978
NY,Town Of Woodhull,122032.75457533666,894685.63025534921,356361.7458752899
NY,Town Of Thurman,122773.38298040249,900115.56251965987,358524.53923673247
OK,Glenpool,120323.61235287164,882155.01917618909,351370.68500424485
SC,Startex,117816.87064391833,863776.79118677077,344050.46302802506
TN,Hurricane Mills,119184.18420456166,873801.27845674928,348043.31109021493
OH,Neapolis,122602.46864949165,898862.50061506906,358025.43283230485
MO,Garrison,120779.38372086,885496.51626064,352701.63488718
ND,Kindred,120779.38372086,885496.51626064,352701.63488718
ND,Rolla,113373.100756845,831197.20158428,331073.70444598497
OH,Glenmont,120209.66964670499,881319.64590091992,351037.94793016498
IL,Edgewood,117930.81335008498,864612.16446203995,344383.20010210498
FL,Miami Beach,119146.2033025061,873522.8206983261,347932.39873218822
NC,Moyock,120209.66964670499,881319.64590091992,351037.94793016498
WA,Warden,121918.81186917001,893850.25698008004,356029.00880121003
MI,Akron,120779.38372086,885496.51626064,352701.63488718
NC,Maxton,121349.09779501498,889673.38662035996,354365.32184419496
MN,Danube,119639.95557255,877142.77554119995,349374.26097315003
NC,Hobgood,121690.92645683666,892179.51042954146,355363.53465305018
AL,Roanoke,120437.55505903834,882990.39245145838,351703.42207832477
NY,Rensselaer Falls,123855.83950396834,908051.61460977851,361685.54382041481
IN,Carbon,120323.61235287164,882155.01917618909,351370.68500424485
AL,Coffeeville,117019.27088576916,857929.17228482536,341721.30112954252
WA,Burien,120209.66951087458,881319.64490507648,351037.94753351109
OR,Buxton,119298.12691072833,874636.65173201845,348376.0481642948
RI,Glocester,121349.09779501498,889673.38662035996,354365.32184419496
CA,Santa Fe Springs,121235.15508884833,888838.01334509079,354032.58477011509
TX,Kirbyville,119753.89827871666,877978.14881646913,349706.99804722989
VT,Winhall,120437.55505903834,882990.39245145838,351703.42207832477
VT,Bakersfield,121007.26913319332,887167.26281117834,353367.10903533979
CT,New Canaan,121576.98320734833,891344.13317089842,355030.7959923548
IL,Nokomis,119070.24149839499,872965.90518147987,347710.57401613495
GA,Port Wentworth,120893.32642702667,886331.88953590917,353034.37196125987
GA,Hampton,122032.75457533666,894685.63025534921,356361.7458752899
SD,Harrisburg,119981.78423437168,879648.89935038157,350372.4737820052
CA,Bodfish,120893.32642702667,886331.88953590917,353034.37196125987
GA,Union Point,121121.21238268167,888002.64006982162,353699.84769603523
ID,Lava Hot Springs,121690.92645683666,892179.51042954146,355363.53465305018
SC,Bethune,115765.89989546209,848740.0572942727,338061.18974477879
MO,Jadwin,122146.69728150332,895521.00353061839,356694.48294936976
IL,Sawyerville,121463.04050118165,890508.75989562913,354698.05891827482
PA,Sheffield Township,116221.67112761999,852081.55338287994,339392.13923105999
KS,Olpe,120209.66964670499,881319.64590091992,351037.94793016498
MS,Thaxton,118272.64174024582,867118.28627953457,345381.41211765242
NC,Fuquay Varina,120893.32642702667,886331.88953590917,353034.37196125987
OK,Chester,120209.66964670499,881319.64590091992,351037.94793016498
CA,South El Monte,120551.49830852666,883825.76971010154,352036.16073902015
MT,Marion,124767.38223994499,914734.60877867998,364347.44358628499
NE,Benedict,118500.52742424,868789.03482176003,346046.88705912
PA,Roulette Township,120893.32642702667,886331.88953590917,353034.37196125987
MN,Goodview,119639.95557255,877142.77554119995,349374.26097315003
MA,Sudbury,121121.21238268167,888002.64006982162,353699.84769603523
PA,St Thomas Township,123570.98246689081,905963.17942991829,360853.70034190727
CA,Morongo Valley,123741.89734112335,907216.24531788321,361352.8083329504
GA,Rockmart,121121.21238268167,888002.64006982162,353699.84769603523
WI,Darlington,119753.89827871666,877978.14881646913,349706.99804722989
VA,Faber,119981.78423437168,879648.89935038157,350372.4737820052
VA,Linville,120095.72694053833,880484.27262565074,350705.21085608506
TN,Palmer,120209.66964670499,881319.64590091992,351037.94793016498
WY,Granger,119526.01286638335,876307.40226593078,349041.5238990701
NV,Incline Village,122830.35433348583,900533.24915729451,358690.90777377243
SC,Bamberg,117247.15656976333,859599.92082705081,342386.7760710101
MT,Huson,122488.52594332499,898027.12733979989,357692.69575822499
ND,Kenmare,119981.78423437168,879648.89935038157,350372.4737820052
OR,Newport,121463.04050118165,890508.75989562913,354698.05891827482
CA,Highland,121690.92645683666,892179.51042954146,355363.53465305018
NJ,Hasbrouck Heights,120551.49830852666,883825.76971010154,352036.16073902015
MN,Max,120779.38372086,885496.51626064,352701.63488718
NY,Town Of Ellington,118842.35608606167,871295.15863094153,347045.09986797522
MN,Holland,120551.49830852666,883825.76971010154,352036.16073902015
IL,West Union,119184.18420456166,873801.27845674928,348043.31109021493
WV,Mullens,119298.12709183556,874636.65305980982,348376.04869316664
FL,Merritt Island,120266.64099978833,881737.33253855456,351204.31646720495
OK,Hollis,119981.78423437168,879648.89935038157,350372.4737820052
OH,Nashport,120323.61235287164,882155.01917618909,351370.68500424485
MS,Osyka,118956.29879222834,872130.5319062107,347377.83694205509
NE,Winnetoon,121121.21238268167,888002.64006982162,353699.84769603523
IA,Coon Rapids,119639.95557255,877142.77554119995,349374.26097315003
NM,La Plata,123286.12542981333,903874.74425005831,360021.85686339979
ID,New Meadows,121690.92645683666,892179.51042954146,355363.53465305018
AL,Bessemer,121576.98347900917,891344.13516258541,355030.79678566253
RI,Charlestown,121349.09779501498,889673.38662035996,354365.32184419496
IL,Mount Olive,119981.78423437168,879648.89935038157,350372.4737820052
PA,McAdoo,121690.92645683666,892179.51042954146,355363.53465305018
NY,Colchester,122659.44027423582,899280.1892443907,358191.80216265254
OH,Orangeville,120152.69802196081,880901.95727159828,350871.57859981724
NY,Town Of Patterson,122602.46864949165,898862.50061506906,358025.43283230485
OH,South Webster,118728.41283657332,870459.78137229837,346712.36120727978
AL,Alexandria,121178.18346410415,888420.32471576915,353866.21543976734
MT,Lindsay,122602.46864949165,898862.50061506906,358025.43283230485
OH,Leesburg,120437.55533069916,882990.39444314537,351703.42287163256
AL,New Market,122374.58323715834,897191.75406453072,357359.95868414507
IA,Eddyville,119298.12691072833,874636.65173201845,348376.0481642948
NC,Avon,121235.15508884833,888838.01334509079,354032.58477011509
CO,Bennett,120209.66964670499,881319.64590091992,351037.94793016498
GA,Rentz,119412.07016021665,875472.02899066149,348708.78682499018
MI,Attica,121007.26913319332,887167.26281117834,353367.10903533979
AZ,Lakeside,122260.64053099167,896356.38078926154,357027.2216100652
OK,Tipton,121349.09779501498,889673.38662035996,354365.32184419496
OR,Boardman,119639.95557255,877142.77554119995,349374.26097315003
CA,Alta,119867.84098488333,878813.5220917383,350039.73512130976
LA,Des Allemands,120779.38372086,885496.51626064,352701.63488718
OK,Dustin,121690.92645683666,892179.51042954146,355363.53465305018
PA,Steelton,121007.26913319332,887167.26281117834,353367.10903533979
CO,Mancos,120095.72694053833,880484.27262565074,350705.21085608506
MO,Washington,121121.21238268167,888002.64006982162,353699.84769603523
PA,West Lampeter Township,120437.55505903834,882990.39245145838,351703.42207832477
MA,Dennis,122761.98887278233,900032.02638714528,358491.26600530912
AR,Mammoth Spring,121804.86916300334,893014.88370481087,355696.27172713011
WV,Dryfork,118386.58471807334,867953.66154649085,345714.14998504013
CA,Annapolis,119981.78423437168,879648.89935038157,350372.4737820052
MD,Havre de Grace,120893.32642702667,886331.88953590917,353034.37196125987
ID,Malad City,120665.44101469334,884661.14298537083,352368.89781310013
IN,La Crosse,121349.09779501498,889673.38662035996,354365.32184419496
MI,Livonia,120285.63163192333,881876.5627455574,351259.77317509009
TX,Franklin,119867.84098488333,878813.5220917383,350039.73512130976
NM,Red River,121918.81186917001,893850.25698008004,356029.00880121003
AL,Rogersville,120779.38372086,885496.51626064,352701.63488718
PA,Sandy Ridge,117247.15656976333,859599.92082705081,342386.7760710101
OK,Hugo,120836.35507394331,885914.20289827453,352868.0034242199
MI,Charlevoix,120437.55505903834,882990.39245145838,351703.42207832477
TN,Mount Carmel,120893.32642702667,886331.88953590917,353034.37196125987
TN,Hilham,119639.95557255,877142.77554119995,349374.26097315003
NC,Lincolnton,121690.92645683666,892179.51042954146,355363.53465305018
IL,Germantown,118842.35608606167,871295.15863094153,347045.09986797522
